left_border_x,left_border_y,right_border_x,right_border_y,pos_x,pos_y,Lapdist
1.0375024,-1.4746083,1.7381218,-3.3245151,1.3878121,-2.3995617,8.4527157
1.0221589,-1.4719653,1.6908593,-3.3314099,1.3565091,-2.4016876,8.4840908
1.0068266,-1.4692580,1.6435363,-3.3378768,1.3251815,-2.4035674,8.5154748
0.9915033,-1.4665005,1.5961577,-3.3439230,1.2938305,-2.4052118,8.5468688
0.9761865,-1.4637070,1.5487282,-3.3495558,1.2624574,-2.4066314,8.5782741
0.9608737,-1.4608917,1.5012522,-3.3547822,1.2310629,-2.4078370,8.6096917
0.9455623,-1.4580686,1.4537338,-3.3596091,1.1996481,-2.4088389,8.6411225
0.9302498,-1.4552518,1.4061772,-3.3640433,1.1682135,-2.4096475,8.6725674
0.9149336,-1.4524551,1.3585862,-3.3680915,1.1367599,-2.4102733,8.7040273
0.8996112,-1.4496923,1.3109644,-3.3717603,1.1052878,-2.4107263,8.7355026
0.8842804,-1.4469770,1.2633154,-3.3750562,1.0737979,-2.4110166,8.7669939
0.8689388,-1.4443229,1.2156424,-3.3779856,1.0422906,-2.4111542,8.7985015
0.8535846,-1.4417431,1.1679486,-3.3805546,1.0107666,-2.4111489,8.8300255
0.8382160,-1.4392510,1.1202370,-3.3827695,0.9792265,-2.4110103,8.8615659
0.8228313,-1.4368594,1.0725105,-3.3846362,0.9476709,-2.4107478,8.8931226
0.8074295,-1.4345811,1.0247719,-3.3861606,0.9161007,-2.4103709,8.9246950
0.7920099,-1.4324276,0.9770236,-3.3873485,0.8845167,-2.4098880,8.9562827
0.7765730,-1.4304011,0.9292683,-3.3882055,0.8529206,-2.4093033,8.9878842
0.7611206,-1.4284963,0.8815082,-3.3887371,0.8213144,-2.4086167,9.0194979
0.7456544,-1.4267063,0.8337457,-3.3889488,0.7897001,-2.4078276,9.0511221
0.7301762,-1.4250245,0.7859828,-3.3888460,0.7580795,-2.4069352,9.0827553
0.7146872,-1.4234443,0.7382215,-3.3884336,0.7264543,-2.4059390,9.1143961
0.6991888,-1.4219591,0.6904638,-3.3877170,0.6948263,-2.4048380,9.1460433
0.6836822,-1.4205626,0.6427116,-3.3866996,0.6631969,-2.4036311,9.1776957
0.6681684,-1.4192486,0.5949667,-3.3853795,0.6315675,-2.4023140,9.2093524
