x,y,yaw
16.5358010,5.9500582,2.0740105
16.4991652,6.0146936,2.0987816
16.4607060,6.0788268,2.1230728
16.4204685,6.1424044,2.1469312
16.3784979,6.2053727,2.1704031
16.3348391,6.2676784,2.1935332
16.2895373,6.3292678,2.2163655
16.2426377,6.3900875,2.2389425
16.1941852,6.4500840,2.2613059
16.1442250,6.5092037,2.2834965
16.0928022,6.5673931,2.3055543
16.0399618,6.6245988,2.3275184
15.9857491,6.6807671,2.3494273
15.9302089,6.7358447,2.3713192
15.8733866,6.7897779,2.3932314
15.8153270,6.8425132,2.4152012
15.7560755,6.8939972,2.4372655
15.6956769,6.9441764,2.4594609
15.6341765,6.9929971,2.4818237
15.5716193,7.0404060,2.5043905
15.5080504,7.0863495,2.5271975
15.4435149,7.1307740,2.5502808
15.3780580,7.1736261,2.5736767
15.3117246,7.2148522,2.5974212
15.2445599,7.2543989,2.6215503
15.1766090,7.2922126,2.6460999
15.1079170,7.3282399,2.6710915
15.0385204,7.3624506,2.6960274
14.9684365,7.3948680,2.7206197
14.8976796,7.4255231,2.7448370
14.8262641,7.4544469,2.7686506
14.7542045,7.4816702,2.7920343
14.6815152,7.5072240,2.8149650
14.6082105,7.5311393,2.8374221
14.5343048,7.5534469,2.8593881
14.4598126,7.5741778,2.8808479
14.3847484,7.5933630,2.9017891
14.3091263,7.6110334,2.9222020
14.2329610,7.6272199,2.9420790
14.1562668,7.6419534,2.9614148
14.0790580,7.6552650,2.9802062
14.0013492,7.6671855,2.9984516
13.9231546,7.6777459,3.0161515
13.8444888,7.6869770,3.0333075
13.7653661,7.6949099,3.0499229
13.6858009,7.7015755,3.0660021
13.6058077,7.7070048,3.0815504
13.5254007,7.7112285,3.0965740
13.4445946,7.7142778,3.1110800
13.3634035,7.7161835,3.1250761
13.2818420,7.7169765,3.1385703
13.1999245,7.7166879,-3.1316141
13.1176653,7.7153485,-3.1190977
13.0350789,7.7129893,-3.1070567
12.9521797,7.7096412,-3.0954821
12.8689821,7.7053351,-3.0843646
12.7855004,7.7001021,-3.0736951
12.7017491,7.6939729,-3.0634644
12.6177426,7.6869786,-3.0536636
12.5334954,7.6791502,-3.0442838
12.4490217,7.6705184,-3.0353164
12.3643360,7.6611143,-3.0267530
12.2794528,7.6509689,-3.0185856
12.1943863,7.6401130,-3.0108061
12.1091511,7.6285775,-3.0034072
12.0237616,7.6163935,-2.9963816
11.9382320,7.6035919,-2.9897224
11.8525770,7.5902035,-2.9834231
11.7668107,7.5762594,-2.9774774
11.6809477,7.5617904,-2.9718797
11.5950024,7.5468276,-2.9666244
11.5089892,7.5314018,-2.9617065
11.4229224,7.5155439,-2.9571213
11.3368165,7.4992850,-2.9528646
11.2506858,7.4826559,-2.9489324
11.1645449,7.4656877,-2.9453213
11.0784081,7.4484111,-2.9420281
10.9922897,7.4308572,-2.9390501
10.9062043,7.4130569,-2.9363851
10.8201661,7.3950412,-2.9340311
10.7341897,7.3768409,-2.9319867
10.6482894,7.3584871,-2.9302508
10.5624796,7.3400105,-2.9288227
10.4767748,7.3214423,-2.9277022
10.3911893,7.3028133,-2.9268894
10.3057375,7.2841545,-2.9263852
10.2204339,7.2654967,-2.9261904
10.1352929,7.2468710,-2.9263066
10.0503288,7.2283082,-2.9267358
9.9655560,7.2098394,-2.9274805
9.8809891,7.1914954,-2.9285435
9.7966423,7.1733072,-2.9299282
9.7125301,7.1553057,-2.9316386
9.6286669,7.1375218,-2.9336789
9.5450670,7.1199866,-2.9360543
9.4617450,7.1027308,-2.9387653
9.3787097,7.0857754,-2.9415570
9.2959563,7.0691150,-2.9442799
9.2134776,7.0527406,-2.9469324
9.1312666,7.0366427,-2.9495129
9.0493161,7.0208123,-2.9520195
8.9676191,7.0052399,-2.9544508
8.8861685,6.9899164,-2.9568051
8.8049572,6.9748325,-2.9590809
8.7239781,6.9599790,-2.9612766
8.6432241,6.9453465,-2.9633907
8.5626881,6.9309259,-2.9654218
8.4823630,6.9167079,-2.9673684
8.4022417,6.9026833,-2.9692293
8.3223171,6.8888427,-2.9710029
8.2425821,6.8751770,-2.9726882
8.1630297,6.8616769,-2.9742837
8.0836527,6.8483331,-2.9757883
8.0044440,6.8351364,-2.9772009
7.9253966,6.8220775,-2.9785204
7.8465034,6.8091472,-2.9797456
7.7677572,6.7963362,-2.9808757
7.6891509,6.7836353,-2.9819097
7.6106776,6.7710352,-2.9828467
7.5323300,6.7585266,-2.9836859
7.4541010,6.7461004,-2.9844264
7.3759837,6.7337472,-2.9850677
7.2979709,6.7214579,-2.9856089
7.2200554,6.7092231,-2.9860497
7.1422303,6.6970335,-2.9863894
7.0644883,6.6848801,-2.9866275
6.9868225,6.6727534,-2.9867637
6.9092257,6.6606443,-2.9867976
6.8316908,6.6485434,-2.9867290
6.7542108,6.6364416,-2.9865577
6.6767784,6.6243296,-2.9862834
6.5993868,6.6121981,-2.9859062
6.5220286,6.6000378,-2.9854260
6.4446969,6.5878396,-2.9848429
6.3673846,6.5755942,-2.9841570
6.2900845,6.5632923,-2.9833685
6.2127896,6.5509246,-2.9824776
6.1354928,6.5384820,-2.9814848
6.0581870,6.5259551,-2.9803903
5.9808650,6.5133348,-2.9791947
5.9035198,6.5006117,-2.9778985
5.8261443,6.4877765,-2.9765023
5.7487315,6.4748202,-2.9750067
5.6712741,6.4617333,-2.9734124
5.5937651,6.4485067,-2.9717203
5.5161975,6.4351311,-2.9699312
5.4385641,6.4215972,-2.9680460
5.3608578,6.4078957,-2.9660657
5.2830715,6.3940176,-2.9639913
5.2051982,6.3799534,-2.9618240
5.1272307,6.3656939,-2.9595649
5.0491620,6.3512299,-2.9572152
4.9709849,6.3365521,-2.9547762
4.8926924,6.3216513,-2.9522492
4.8142774,6.3065182,-2.9496356
4.7357327,6.2911435,-2.9469369
4.6570513,6.2755181,-2.9441545
4.5782261,6.2596326,-2.9412900
4.4992500,6.2434778,-2.9383449
4.4201158,6.2270445,-2.9353208
4.3408166,6.2103234,-2.9322195
4.2613452,6.1933052,-2.9290427
4.1816945,6.1759807,-2.9257921
4.1018574,6.1583407,-2.9224695
4.0218268,6.1403758,-2.9190767
3.9415965,6.1220785,-2.9156906
3.8611687,6.1034591,-2.9125466
3.7805514,6.0845396,-2.9096582
3.6997525,6.0653418,-2.9070221
3.6187801,6.0458878,-2.9046347
3.5376420,6.0261996,-2.9024931
3.4563462,6.0062992,-2.9005944
3.3749007,5.9862086,-2.8989362
3.2933135,5.9659497,-2.8975159
3.2115925,5.9455447,-2.8963316
3.1297457,5.9250154,-2.8953813
3.0477811,5.9043839,-2.8946635
2.9657065,5.8836721,-2.8941766
2.8835301,5.8629022,-2.8939195
2.8012597,5.8420960,-2.8938912
2.7189033,5.8212755,-2.8940909
2.6364689,5.8004629,-2.8945181
2.5539645,5.7796800,-2.8951724
2.4713979,5.7589488,-2.8960537
2.3887772,5.7382915,-2.8971621
2.3061104,5.7177299,-2.8984978
2.2234054,5.6972860,-2.9000614
2.1406701,5.6769819,-2.9018535
2.0579125,5.6568396,-2.9038750
1.9751407,5.6368810,-2.9061271
1.8923625,5.6171282,-2.9086110
1.8095860,5.5976031,-2.9113281
1.7268190,5.5783278,-2.9142803
1.6440696,5.5593242,-2.9174692
1.5613457,5.5406144,-2.9208972
1.4786553,5.5222203,-2.9245663
1.3960063,5.5041639,-2.9284791
1.3134068,5.4864673,-2.9326382
1.2308646,5.4691525,-2.9370464
1.1483878,5.4522413,-2.9417067
1.0659843,5.4357559,-2.9466223
0.9836621,5.4197183,-2.9517967
0.9014291,5.4041503,-2.9572333
0.8192933,5.3890741,-2.9629359
0.7372626,5.3745117,-2.9689083
0.6553451,5.3604849,-2.9751546
0.5735487,5.3470159,-2.9816789
0.4918814,5.3341266,-2.9884856
0.4103511,5.3218390,-2.9955792
0.3289658,5.3101752,-3.0029643
0.2477334,5.2991570,-3.0106455
0.1666620,5.2888066,-3.0186276
0.0857594,5.2791459,-3.0269157
0.0050337,5.2701969,-3.0355145
-0.0755072,5.2619816,-3.0444291
-0.1558553,5.2545221,-3.0536646
-0.2360026,5.2478402,-3.0632260
-0.3159413,5.2419580,-3.0731184
-0.3956633,5.2368976,-3.0833467
-0.4751606,5.2326808,-3.0939159
-0.5544254,5.2293298,-3.1048307
-0.6334495,5.2268665,-3.1160959
-0.7122252,5.2253128,-3.1277158
-0.7907443,5.2246909,-3.1396948
-0.8689990,5.2250226,3.1311485
-0.9469812,5.2263300,3.1184399
-1.0246831,5.2286352,3.1053612
-1.1020966,5.2319600,3.0919098
-1.1792138,5.2363265,3.0780831
-1.2560266,5.2417567,3.0638795
-1.3325273,5.2482725,3.0492976
-1.4087077,5.2558961,3.0343370
-1.4845599,5.2646493,3.0189979
-1.5600760,5.2745542,3.0032812
-1.6352480,5.2856328,2.9871890
-1.7100679,5.2979071,2.9707239
-1.7845278,5.3113990,2.9538899
-1.8586197,5.3261307,2.9366918
-1.9323356,5.3421240,2.9191358
-2.0056675,5.3594009,2.9012290
-2.0786076,5.3779835,2.8829798
-2.1511478,5.3978938,2.8643980
-2.2232802,5.4191538,2.8454946
-2.2949967,5.4417854,2.8262819
-2.3662895,5.4658107,2.8067735
-2.4371506,5.4912516,2.7869844
-2.5075720,5.5181302,2.7669307
-2.5775491,5.5464589,2.7470494
-2.6470926,5.5762064,2.7278562
-2.7162176,5.6073287,2.7093596
-2.7849392,5.6397817,2.6915639
-2.8532726,5.6735216,2.6744714
-2.9212329,5.7085042,2.6580821
-2.9888352,5.7446856,2.6423939
-3.0560947,5.7820218,2.6274035
-3.1230264,5.8204689,2.6131058
-3.1896455,5.8599827,2.5994947
-3.2559672,5.9005194,2.5865632
-3.3220065,5.9420349,2.5743034
-3.3877786,5.9844852,2.5627070
-3.4532985,6.0278264,2.5517650
-3.5185816,6.0720144,2.5414685
-3.5836427,6.1170053,2.5318082
-3.6484972,6.1627551,2.5227750
-3.7131600,6.2092197,2.5143597
-3.7776465,6.2563551,2.5065534
-3.8419715,6.3041175,2.4993474
-3.9061504,6.3524627,2.4927334
-3.9701981,6.4013468,2.4867034
-4.0341300,6.4507259,2.4812499
-4.0979609,6.5005558,2.4763660
-4.1617062,6.5507926,2.4720450
-4.2253809,6.6013923,2.4682811
-4.2890002,6.6523110,2.4650689
-4.3525791,6.7035046,2.4624037
-4.4161328,6.7549291,2.4602811
-4.4796765,6.8065406,2.4586977
-4.5432252,6.8582950,2.4576506
-4.6067941,6.9101483,2.4571374
-4.6703983,6.9620566,2.4571565
-4.7340529,7.0139759,2.4577069
-4.7977731,7.0658622,2.4587880
-4.8615739,7.1176714,2.4604002
-4.9254706,7.1693596,2.4625442
-4.9894782,7.2208828,2.4652215
-5.0536119,7.2721969,2.4684341
-5.1178868,7.3232581,2.4721844
-5.1823180,7.3740223,2.4764756
-5.2469206,7.4244455,2.4813113
-5.3117099,7.4744837,2.4866956
-5.3767008,7.5240930,2.4926331
-5.4419085,7.5732292,2.4991286
-5.5073482,7.6218485,2.5061876
-5.5730349,7.6699069,2.5138157
-5.6389839,7.7173603,2.5220187
-5.7052102,7.7641648,2.5308028
-5.7717289,7.8102763,2.5401742
-5.8385553,7.8556509,2.5501391
-5.9057043,7.9002445,2.5607037
-5.9731912,7.9440132,2.5718740
-6.0410310,7.9869131,2.5836559
-6.1092389,8.0289000,2.5960547
-6.1778301,8.0699300,2.6090752
-6.2468196,8.1099591,2.6227217
-6.3162225,8.1489433,2.6369974
-6.3860540,8.1868387,2.6519047
-6.4563293,8.2236011,2.6674448
-6.5270634,8.2591867,2.6836176
-6.5982715,8.2935514,2.7004212
-6.6699687,8.3266513,2.7178523
-6.7421701,8.3584423,2.7359053
-6.8148908,8.3888805,2.7545729
-6.8881461,8.4179218,2.7738452
-6.9619509,8.4455223,2.7937098
-7.0363205,8.4716380,2.8141518
-7.1112699,8.4962248,2.8351535
-7.1868143,8.5192388,2.8566941
-7.2629688,8.5406360,2.8787502
-7.3397486,8.5603724,2.9012951
-7.4171687,8.5784040,2.9242976
-7.4952363,8.5946993,2.9472453
-7.5739317,8.6092676,2.9697514
-7.6532298,8.6221270,2.9918158
-7.7331057,8.6332953,3.0134403
-7.8135341,8.6427906,3.0346280
-7.8944901,8.6506308,3.0553831
-7.9759484,8.6568337,3.0757112
-8.0578841,8.6614175,3.0956188
-8.1402721,8.6644000,3.1151134
-8.2230872,8.6657992,3.1342030
-8.3063044,8.6656330,-3.1302887
-8.3898986,8.6639194,-3.1119818
-8.4738446,8.6606763,-3.0940517
-8.5581175,8.6559217,-3.0764882
-8.6426922,8.6496734,-3.0592807
-8.7275434,8.6419496,-3.0424185
-8.8126463,8.6327680,-3.0258905
-8.8979756,8.6221468,-3.0096859
-8.9835063,8.6101037,-2.9937934
-9.0692133,8.5966568,-2.9782019
-9.1550715,8.5818240,-2.9629003
-9.2410559,8.5656232,-2.9478774
-9.3271413,8.5480725,-2.9331222
-9.4133026,8.5291897,-2.9186238
-9.4995148,8.5089928,-2.9043714
-9.5857529,8.4874998,-2.8903542
-9.6719916,8.4647285,-2.8765617
-9.7582059,8.4406970,-2.8629835
-9.8443708,8.4154232,-2.8496091
-9.9304611,8.3889250,-2.8364286
-10.0164517,8.3612204,-2.8234319
-10.1023176,8.3323274,-2.8106092
-10.1880338,8.3022638,-2.7979507
-10.2735750,8.2710477,-2.7854470
-10.3589162,8.2386969,-2.7730887
-10.4440323,8.2052295,-2.7608665
-10.5288983,8.1706633,-2.7487712
-10.6134891,8.1350164,-2.7367938
-10.6977795,8.0983067,-2.7249255
-10.7817445,8.0605521,-2.7131574
-10.8653590,8.0217705,-2.7014808
-10.9485979,7.9819800,-2.6898872
-11.0314361,7.9411984,-2.6783679
-11.1138486,7.8994438,-2.6669145
-11.1958102,7.8567340,-2.6555186
-11.2772959,7.8130870,-2.6441718
-11.3582806,7.7685208,-2.6328657
-11.4387392,7.7230533,-2.6215920
-11.5186465,7.6767024,-2.6103424
-11.5979777,7.6294862,-2.5991085
-11.6767074,7.5814225,-2.5878819
-11.7548107,7.5325293,-2.5766543
-11.8322624,7.4828245,-2.5654173
-11.9090376,7.4323262,-2.5541622
-11.9851110,7.3810522,-2.5428806
-12.0604576,7.3290205,-2.5315638
-12.1350524,7.2762490,-2.5202029
-12.2088702,7.2227558,-2.5087892
-12.2818859,7.1685586,-2.4973135
-12.3540745,7.1136756,-2.4857667
-12.4254109,7.0581246,-2.4741394
-12.4958700,7.0019235,-2.4624222
-12.5654267,6.9450904,-2.4506052
-12.6340559,6.8876432,-2.4386785
-12.7017325,6.8295998,-2.4266320
-12.7684315,6.7709782,-2.4144552
-12.8341277,6.7117963,-2.4021373
-12.8987961,6.6520721,-2.3896675
-12.9624116,6.5918235,-2.3770344
-13.0249492,6.5310685,-2.3642264
-13.0863836,6.4698249,-2.3512316
-13.1466899,6.4081109,-2.3380376
-13.2058429,6.3459443,-2.3246319
-13.2638175,6.2833430,-2.3110012
-13.3205888,6.2203250,-2.2971322
-13.3761315,6.1569083,-2.2830109
-13.4304206,6.0931108,-2.2686232
-13.4834311,6.0289505,-2.2539542
-13.5351378,5.9644452,-2.2389888
-13.5855156,5.8996131,-2.2237113
-13.6345395,5.8344719,-2.2081057
-13.6821843,5.7690396,-2.1921556
-13.7284250,5.7033343,-2.1758439
-13.7732366,5.6373738,-2.1591534
-13.8165938,5.5711761,-2.1420663
-13.8584717,5.5047591,-2.1245646
-13.8988451,5.4381408,-2.1066299
-13.9376890,5.3713392,-2.0882435
-13.9749783,5.3043721,-2.0693867
-14.0106878,5.2372576,-2.0500406
-14.0447925,5.1700135,-2.0301861
-14.0772674,5.1026579,-2.0098047
-14.1080872,5.0352087,-1.9888776
-14.1372270,4.9676838,-1.9673867
-14.1646617,4.9001011,-1.9453147
-14.1903661,4.8324787,-1.9226447
-14.2143153,4.7648345,-1.8993611
-14.2364840,4.6971863,-1.8754495
-14.2568472,4.6295523,-1.8508973
-14.2753798,4.5619502,-1.8256935
-14.2920568,4.4943982,-1.7998297
-14.3068531,4.4269140,-1.7732999
-14.3197435,4.3595157,-1.7461011
-14.3307029,4.2922212,-1.7182339
-14.3397064,4.2250484,-1.6897024
-14.3467288,4.1580154,-1.6605150
-14.3517450,4.0911400,-1.6306846
-14.3547300,4.0244402,-1.6002289
-14.3556586,3.9579340,-1.5691708
-14.3545057,3.8916393,-1.5375385
-14.3512464,3.8255740,-1.5053654
-14.3458554,3.7597561,-1.4726908
-14.3383078,3.6942035,-1.4395591
-14.3285783,3.6289342,-1.4060200
-14.3166420,3.5639662,-1.3721280
-14.3024746,3.4993173,-1.3380335
-14.2860813,3.4350018,-1.3045659
-14.2675039,3.3710299,-1.2719388
-14.2467863,3.3074113,-1.2401793
-14.2239724,3.2441558,-1.2093066
-14.1991064,3.1812734,-1.1793321
-14.1722321,3.1187737,-1.1502603
-14.1433935,3.0566666,-1.1220895
-14.1126346,2.9949619,-1.0948127
-14.0799994,2.9336695,-1.0684182
-14.0455318,2.8727990,-1.0428904
-14.0092759,2.8123604,-1.0182105
-13.9712756,2.7523634,-0.9943568
-13.9315749,2.6928179,-0.9713058
-13.8902177,2.6337337,-0.9490324
-13.8472481,2.5751205,-0.9275101
-13.8027100,2.5169882,-0.9067119
-13.7566474,2.4593466,-0.8866103
-13.7091043,2.4022055,-0.8671775
-13.6601246,2.3455747,-0.8483859
-13.6097524,2.2894640,-0.8302081
-13.5580315,2.2338833,-0.8126169
-13.5050060,2.1788423,-0.7955859
-13.4507199,2.1243509,-0.7790892
-13.3952171,2.0704189,-0.7631016
-13.3385416,2.0170560,-0.7475984
-13.2807375,1.9642721,-0.7325559
-13.2218485,1.9120770,-0.7179511
-13.1619189,1.8604805,-0.7037618
-13.1009924,1.8094925,-0.6899664
-13.0391131,1.7591226,-0.6765443
-12.9763250,1.7093808,-0.6634755
-12.9126721,1.6602769,-0.6507406
-12.8481982,1.6118206,-0.6383211
-12.7829475,1.5640218,-0.6261991
-12.7169639,1.5168902,-0.6143571
-12.6502913,1.4704358,-0.6027786
-12.5829738,1.4246682,-0.5914472
-12.5150552,1.3795974,-0.5803473
-12.4465797,1.3352331,-0.5694636
-12.3775911,1.2915851,-0.5587813
-12.3081334,1.2486632,-0.5482860
-12.2382507,1.2064773,-0.5379637
-12.1679869,1.1650372,-0.5278005
-12.0973859,1.1243526,-0.5177829
-12.0264918,1.0844335,-0.5078976
-11.9553480,1.0452893,-0.4981255
-11.8839800,1.0069226,-0.4884080
-11.8123912,0.9693273,-0.4787354
-11.7405837,0.9324967,-0.4691103
-11.6685595,0.8964241,-0.4595352
-11.5963207,0.8611027,-0.4500125
-11.5238694,0.8265260,-0.4405446
-11.4512076,0.7926872,-0.4311339
-11.3783374,0.7595796,-0.4217825
-11.3052609,0.7271965,-0.4124928
-11.2319800,0.6955313,-0.4032668
-11.1584969,0.6645773,-0.3941066
-11.0848137,0.6343277,-0.3850142
-11.0109323,0.6047759,-0.3759916
-10.9368549,0.5759152,-0.3670406
-10.8625834,0.5477388,-0.3581630
-10.7881201,0.5202402,-0.3493605
-10.7134668,0.4934126,-0.3406348
-10.6386258,0.4672493,-0.3319874
-10.5635990,0.4417436,-0.3234199
-10.4883885,0.4168889,-0.3149337
-10.4129964,0.3926784,-0.3065301
-10.3374247,0.3691055,-0.2982105
-10.2616755,0.3461635,-0.2899760
-10.1857509,0.3238457,-0.2818278
-10.1096529,0.3021453,-0.2737670
-10.0333835,0.2810557,-0.2657946
-9.9569449,0.2605703,-0.2579115
-9.8803391,0.2406823,-0.2501187
-9.8035682,0.2213850,-0.2424169
-9.7266341,0.2026717,-0.2348068
-9.6495390,0.1845358,-0.2272893
-9.5722850,0.1669706,-0.2198648
-9.4948741,0.1499693,-0.2125340
-9.4173083,0.1335253,-0.2052974
-9.3395897,0.1176319,-0.1981555
-9.2617205,0.1022824,-0.1911086
-9.1837025,0.0874701,-0.1841571
-9.1055380,0.0731883,-0.1773013
-9.0272289,0.0594303,-0.1705415
-8.9487774,0.0461895,-0.1638779
-8.8701854,0.0334592,-0.1573106
-8.7914551,0.0212325,-0.1508397
-8.7125885,0.0095030,-0.1444654
-8.6335876,-0.0017362,-0.1381877
-8.5544546,-0.0124917,-0.1320066
-8.4751915,-0.0227701,-0.1259221
-8.3958003,-0.0325783,-0.1199341
-8.3162831,-0.0419229,-0.1140424
-8.2366420,-0.0508105,-0.1082471
-8.1568790,-0.0592479,-0.1025479
-8.0769962,-0.0672418,-0.0969446
-7.9969956,-0.0747988,-0.0914371
-7.9168794,-0.0819257,-0.0860252
-7.8366495,-0.0886290,-0.0807084
-7.7563081,-0.0949156,-0.0754867
-7.6758571,-0.1007921,-0.0703597
-7.5952987,-0.1062652,-0.0653272
-7.5146350,-0.1113416,-0.0603887
-7.4338679,-0.1160279,-0.0555439
-7.3529995,-0.1203310,-0.0507926
-7.2720319,-0.1242573,-0.0461343
-7.1909672,-0.1278138,-0.0415686
-7.1098074,-0.1310069,-0.0370953
-7.0285546,-0.1338435,-0.0327139
-6.9472108,-0.1363303,-0.0284239
-6.8657781,-0.1384738,-0.0242251
-6.7842586,-0.1402808,-0.0201169
-6.7026543,-0.1417580,-0.0160991
-6.6209672,-0.1429121,-0.0121711
-6.5391996,-0.1437498,-0.0083326
-6.4573533,-0.1442777,-0.0045831
-6.3754305,-0.1445026,-0.0009222
-6.2934332,-0.1444311,0.0026505
-6.2113634,-0.1440699,0.0061354
-6.1292234,-0.1434258,0.0095329
-6.0470150,-0.1425054,0.0128435
-5.9647404,-0.1413154,0.0160675
-5.8824016,-0.1398625,0.0192054
-5.8000008,-0.1381533,0.0222575
-5.7175398,-0.1361947,0.0252243
-5.6350209,-0.1339932,0.0281061
-5.5524460,-0.1315555,0.0309033
-5.4698173,-0.1288884,0.0336163
-5.3871367,-0.1259985,0.0362455
-5.3044064,-0.1228926,0.0387912
-5.2216285,-0.1195772,0.0412537
-5.1388049,-0.1160592,0.0436335
-5.0559377,-0.1123452,0.0459308
-4.9730290,-0.1084418,0.0481460
-4.8900809,-0.1043559,0.0502794
-4.8070953,-0.1000940,0.0523312
-4.7240745,-0.0956628,0.0543018
-4.6410204,-0.0910691,0.0561915
-4.5579351,-0.0863195,0.0580005
-4.4748206,-0.0814208,0.0597291
-4.3916791,-0.0763796,0.0613776
-4.3085125,-0.0712026,0.0629461
-4.2253230,-0.0658964,0.0644349
-4.1421126,-0.0604679,0.0658443
-4.0588833,-0.0549237,0.0671743
-3.9756373,-0.0492704,0.0684253
-3.8923765,-0.0435147,0.0695973
-3.8091031,-0.0376635,0.0706906
-3.7258191,-0.0317232,0.0717052
-3.6425265,-0.0257007,0.0726414
-3.5592275,-0.0196026,0.0734992
-3.4759241,-0.0134357,0.0742787
-3.3926183,-0.0072065,0.0749801
-3.3093122,-0.0009218,0.0756034
-3.2260078,0.0054117,0.0761487
-3.1427073,0.0117873,0.0766160
-3.0594127,0.0181984,0.0770054
-2.9761260,0.0246382,0.0773169
-2.8928494,0.0311001,0.0775504
-2.8095848,0.0375774,0.0777061
-2.7263343,0.0440633,0.0777839
-2.6431001,0.0505512,0.0777837
-2.5598840,0.0570344,0.0777055
-2.4766883,0.0635062,0.0775493
-2.3935150,0.0699599,0.0773149
-2.3103661,0.0763889,0.0770022
-2.2272437,0.0827864,0.0766113
-2.1441498,0.0891457,0.0761418
-2.0610866,0.0954602,0.0755938
-1.9780560,0.1017232,0.0749670
-1.8950602,0.1079279,0.0742613
-1.8121011,0.1140677,0.0734766
-1.7291810,0.1201360,0.0726125
-1.6463017,0.1261259,0.0716689
-1.5634654,0.1320308,0.0706457
-1.4806742,0.1378441,0.0695424
-1.3979300,0.1435590,0.0683590
-1.3152351,0.1491688,0.0670951
-1.2325913,0.1546669,0.0657505
-1.1500008,0.1600465,0.0643249
-1.0674657,0.1653010,0.0628178
-0.9849880,0.1704237,0.0612292
-0.9025697,0.1754079,0.0595585
-0.8202129,0.1802469,0.0578055
-0.7379198,0.1849340,0.0559699
-0.6556923,0.1894626,0.0540511
-0.5735324,0.1938258,0.0520489
-0.4914424,0.1980171,0.0499628
-0.4094242,0.2020298,0.0477925
-0.3274798,0.2058571,0.0455375
-0.2456115,0.2094924,0.0431974
-0.1638211,0.2129289,0.0407718
-0.0821108,0.2161601,0.0382601
-0.0004826,0.2191791,0.0356620
