time,mode,obstacle_count,chosen_offset,speed_limit,min_obstacle_clearance,candidate_count,collision_free_count
1779542583.011655,pass_through,0,0.000,1.000,inf,1,1
1779542583.061771,pass_through,0,0.000,1.000,inf,1,1
1779542583.111645,pass_through,0,0.000,1.000,inf,1,1
1779542583.161636,pass_through,0,0.000,1.000,inf,1,1
1779542583.211694,pass_through,0,0.000,1.000,inf,1,1
1779542583.261589,pass_through,0,0.000,1.000,inf,1,1
1779542583.378401,pass_through,0,0.000,1.000,inf,1,1
1779542583.411655,pass_through,0,0.000,1.000,inf,1,1
1779542583.461661,pass_through,0,0.000,1.000,inf,1,1
1779542583.511675,pass_through,0,0.000,1.000,inf,1,1
1779542583.562393,pass_through,0,0.000,1.000,inf,1,1
1779542583.611664,pass_through,0,0.000,1.000,inf,1,1
1779542583.661672,pass_through,0,0.000,1.000,inf,1,1
1779542583.711616,pass_through,0,0.000,1.000,inf,1,1
1779542583.761772,pass_through,0,0.000,1.000,inf,1,1
1779542583.885633,pass_through,0,0.000,1.000,inf,1,1
1779542583.911663,pass_through,0,0.000,1.000,inf,1,1
1779542583.961781,pass_through,0,0.000,1.000,inf,1,1
1779542584.011688,pass_through,0,0.000,1.000,inf,1,1
1779542584.061976,pass_through,0,0.000,1.000,inf,1,1
1779542584.111651,pass_through,0,0.000,1.000,inf,1,1
1779542584.161546,pass_through,0,0.000,1.000,inf,1,1
1779542584.211688,pass_through,0,0.000,1.000,inf,1,1
1779542584.261591,pass_through,0,0.000,1.000,inf,1,1
1779542584.379990,pass_through,0,0.000,1.000,inf,1,1
1779542584.411639,pass_through,0,0.000,1.000,inf,1,1
1779542584.461788,pass_through,0,0.000,1.000,inf,1,1
1779542584.511695,pass_through,0,0.000,1.000,inf,1,1
1779542584.561606,pass_through,0,0.000,1.000,inf,1,1
1779542584.611683,pass_through,0,0.000,1.000,inf,1,1
1779542584.661977,pass_through,0,0.000,1.000,inf,1,1
1779542584.711697,pass_through,0,0.000,1.000,inf,1,1
1779542584.761858,pass_through,0,0.000,1.000,inf,1,1
1779542584.896554,pass_through,0,0.000,1.000,inf,1,1
1779542584.922159,pass_through,0,0.000,1.000,inf,1,1
1779542584.961724,pass_through,0,0.000,1.000,inf,1,1
1779542585.011690,pass_through,0,0.000,1.000,inf,1,1
1779542585.061595,pass_through,0,0.000,1.000,inf,1,1
1779542585.111679,pass_through,0,0.000,1.000,inf,1,1
1779542585.161612,pass_through,0,0.000,1.000,inf,1,1
1779542585.211778,pass_through,0,0.000,1.000,inf,1,1
1779542585.261992,pass_through,0,0.000,1.000,inf,1,1
1779542585.416917,pass_through,0,0.000,1.000,inf,1,1
1779542585.461613,pass_through,0,0.000,1.000,inf,1,1
1779542585.511682,pass_through,0,0.000,1.000,inf,1,1
1779542585.561730,pass_through,0,0.000,1.000,inf,1,1
1779542585.611693,pass_through,0,0.000,1.000,inf,1,1
1779542585.661607,pass_through,0,0.000,1.000,inf,1,1
1779542585.711640,pass_through,0,0.000,1.000,inf,1,1
1779542585.761769,pass_through,0,0.000,1.000,inf,1,1
1779542585.924560,pass_through,0,0.000,1.000,inf,1,1
1779542585.961838,pass_through,0,0.000,1.000,inf,1,1
1779542586.011825,pass_through,0,0.000,1.000,inf,1,1
1779542586.061605,pass_through,0,0.000,1.000,inf,1,1
1779542586.111669,pass_through,0,0.000,1.000,inf,1,1
1779542586.161764,pass_through,0,0.000,1.000,inf,1,1
1779542586.211629,pass_through,0,0.000,1.000,inf,1,1
1779542586.261587,pass_through,0,0.000,1.000,inf,1,1
1779542586.411442,pass_through,0,0.000,1.000,inf,1,1
1779542586.424234,pass_through,0,0.000,1.000,inf,1,1
1779542586.461714,pass_through,0,0.000,1.000,inf,1,1
1779542586.511653,pass_through,0,0.000,1.000,inf,1,1
1779542586.561572,pass_through,0,0.000,1.000,inf,1,1
1779542586.611725,pass_through,0,0.000,1.000,inf,1,1
1779542586.661587,pass_through,0,0.000,1.000,inf,1,1
1779542586.711694,pass_through,0,0.000,1.000,inf,1,1
1779542586.761635,pass_through,0,0.000,1.000,inf,1,1
1779542586.899568,pass_through,0,0.000,1.000,inf,1,1
1779542586.922031,pass_through,0,0.000,1.000,inf,1,1
1779542586.961937,pass_through,0,0.000,1.000,inf,1,1
1779542587.011624,pass_through,0,0.000,1.000,inf,1,1
1779542587.062145,pass_through,0,0.000,1.000,inf,1,1
1779542587.111642,pass_through,0,0.000,1.000,inf,1,1
1779542587.161627,pass_through,0,0.000,1.000,inf,1,1
1779542587.211681,pass_through,0,0.000,1.000,inf,1,1
1779542587.261800,pass_through,0,0.000,1.000,inf,1,1
1779542587.381773,pass_through,0,0.000,1.000,inf,1,1
1779542587.411707,pass_through,0,0.000,1.000,inf,1,1
1779542587.461604,pass_through,0,0.000,1.000,inf,1,1
1779542587.511670,pass_through,0,0.000,1.000,inf,1,1
1779542587.562052,pass_through,0,0.000,1.000,inf,1,1
1779542587.611647,pass_through,0,0.000,1.000,inf,1,1
1779542587.661594,pass_through,0,0.000,1.000,inf,1,1
1779542587.711650,pass_through,0,0.000,1.000,inf,1,1
1779542587.761663,pass_through,0,0.000,1.000,inf,1,1
1779542587.880644,pass_through,0,0.000,1.000,inf,1,1
1779542587.911781,pass_through,0,0.000,1.000,inf,1,1
1779542587.961954,pass_through,0,0.000,1.000,inf,1,1
1779542588.011701,pass_through,0,0.000,1.000,inf,1,1
1779542588.061598,pass_through,0,0.000,1.000,inf,1,1
1779542588.111652,pass_through,0,0.000,1.000,inf,1,1
1779542588.161612,pass_through,0,0.000,1.000,inf,1,1
1779542588.211700,pass_through,0,0.000,1.000,inf,1,1
1779542588.261592,pass_through,0,0.000,1.000,inf,1,1
1779542588.378513,pass_through,0,0.000,1.000,inf,1,1
1779542588.411716,pass_through,0,0.000,1.000,inf,1,1
1779542588.461706,pass_through,0,0.000,1.000,inf,1,1
1779542588.511686,pass_through,0,0.000,1.000,inf,1,1
1779542588.561594,pass_through,0,0.000,1.000,inf,1,1
1779542588.611690,pass_through,0,0.000,1.000,inf,1,1
1779542588.661902,pass_through,0,0.000,1.000,inf,1,1
1779542588.711689,pass_through,0,0.000,1.000,inf,1,1
1779542588.761951,pass_through,0,0.000,1.000,inf,1,1
1779542588.918762,pass_through,0,0.000,1.000,inf,1,1
1779542588.961670,pass_through,0,0.000,1.000,inf,1,1
1779542589.011721,pass_through,0,0.000,1.000,inf,1,1
1779542589.061820,pass_through,0,0.000,1.000,inf,1,1
1779542589.111681,pass_through,0,0.000,1.000,inf,1,1
1779542589.161654,pass_through,0,0.000,1.000,inf,1,1
1779542589.211612,pass_through,0,0.000,1.000,inf,1,1
1779542589.261565,pass_through,0,0.000,1.000,inf,1,1
1779542589.399592,pass_through,0,0.000,1.000,inf,1,1
1779542589.423922,pass_through,0,0.000,1.000,inf,1,1
1779542589.461585,pass_through,0,0.000,1.000,inf,1,1
1779542589.511674,pass_through,0,0.000,1.000,inf,1,1
1779542589.561957,pass_through,0,0.000,1.000,inf,1,1
1779542589.611638,pass_through,0,0.000,1.000,inf,1,1
1779542589.661700,pass_through,0,0.000,1.000,inf,1,1
1779542589.711684,pass_through,0,0.000,1.000,inf,1,1
1779542589.761839,pass_through,0,0.000,1.000,inf,1,1
1779542589.885551,pass_through,0,0.000,1.000,inf,1,1
1779542589.911883,pass_through,0,0.000,1.000,inf,1,1
1779542589.962452,pass_through,0,0.000,1.000,inf,1,1
1779542590.011686,pass_through,0,0.000,1.000,inf,1,1
1779542590.061570,pass_through,0,0.000,1.000,inf,1,1
1779542590.111663,pass_through,0,0.000,1.000,inf,1,1
1779542590.161581,pass_through,0,0.000,1.000,inf,1,1
1779542590.211772,pass_through,0,0.000,1.000,inf,1,1
1779542590.261745,pass_through,0,0.000,1.000,inf,1,1
1779542590.401284,pass_through,0,0.000,1.000,inf,1,1
1779542590.414510,pass_through,0,0.000,1.000,inf,1,1
1779542590.461650,pass_through,0,0.000,1.000,inf,1,1
1779542590.511838,pass_through,0,0.000,1.000,inf,1,1
1779542590.561669,pass_through,0,0.000,1.000,inf,1,1
1779542590.611654,pass_through,0,0.000,1.000,inf,1,1
1779542590.661847,pass_through,0,0.000,1.000,inf,1,1
1779542590.711628,pass_through,0,0.000,1.000,inf,1,1
