log_path,log_name,lookahead_distance_m,sample_count,duration_s,trim_start_s,trim_end_s,raw_sample_count,raw_duration_s,evaluation_scope,mean_abs_e_y_m,p95_abs_e_y_m,max_abs_e_y_m,mean_abs_e_y_cm,p95_abs_e_y_cm,max_abs_e_y_cm,pass_mean_target,pass_max_target,mean_abs_e_psi_deg,p95_abs_e_psi_deg,max_abs_e_psi_deg,pass_mean_heading_target,pass_max_heading_target,steering_rms_deg,steering_rate_rms_deg_s,steering_rate_p95_deg_s,steering_rate_max_deg_s,mean_abs_delta_cmd_deg,p95_abs_delta_cmd_deg,max_abs_delta_cmd_deg,delta_rate_limited_count,delta_rate_limited_ratio,steering_saturation_count,steering_saturation_ratio,mean_abs_speed_error_mps,p95_abs_speed_error_mps,max_abs_speed_error_mps,speed_rms_error_mps,yaw_rate_rms_deg_s,max_abs_yaw_rate_deg_s,mean_compute_time_ms,p95_compute_time_ms,max_compute_time_ms,mean_loop_period_ms,p95_loop_period_ms,max_loop_period_ms,lane_change_reference_offset_m,lane_change_actual_final_offset_m,lane_change_overshoot_m,lane_change_overshoot_pct,lane_change_settling_time_s
/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_lqr_centerline_sweep_final/lqr_v0p5/logs/lqr_v0p5_tracking.csv,lqr_v0p5_tracking,,35519,670.8000690937042,0.0,0.0,35519,670.8000690937042,full_run,0.0026446042962921254,0.0066130999999999985,0.019055,0.26446042962921257,0.6613099999999998,1.9055,True,True,0.1738153070801287,0.3567808190279636,47.287008973060026,True,False,3.344216236453781,4.751118849530986,3.7925188217356647,115.1733096322993,2.3987518414097826,6.837804377806173,18.338144486736642,56,0.0015766209634280244,0,0.0,0.0007229201835637263,0.0,0.21322599999999997,0.010073748417086546,5.3729998418437805,33.53897791802034,14.579062926236661,18.303562399999997,29.879151,18.886200492530666,24.016892910003662,219.94590759277344,,,,,
