time,x,y,yaw,v_actual,v_cmd,e_y,e_psi,control_e_y,control_e_psi,filtered_e_y,filtered_e_psi,curvature_ref,curvature_preview,delta_raw,delta_rate_limited,delta_feedback,delta_feedforward,delta_cmd,lqr_k_y,lqr_k_psi,closest_idx,segment_idx,segment_t,compute_time_ms
1779541702.924162,0.092886,0.233265,0.028795,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.422717,1.554405,0,1380,1.000000,5.327257
1779541702.926269,0.092886,0.233265,0.028795,0.000000,0.002107,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.464144,1.581999,0,1380,1.000000,3.110532
1779541702.930309,0.092886,0.233265,0.028795,0.000000,0.006147,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462449,1.580875,0,1380,1.000000,2.842260
1779541702.935352,0.092886,0.233265,0.028795,0.000000,0.011190,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.461571,1.580292,0,1380,1.000000,3.655246
1779541702.938258,0.092886,0.233265,0.028795,0.000000,0.014096,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.463443,1.581534,0,1380,1.000000,6.198121
1779541702.942282,0.092886,0.233265,0.028795,0.000000,0.018120,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462463,1.580884,0,1380,1.000000,3.710916
1779541702.946271,0.092887,0.233265,0.028795,0.000058,0.022109,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462494,1.580905,0,0,0.000003,2.988476
1779541702.950470,0.092887,0.233265,0.028795,0.000058,0.026309,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462309,1.580782,0,0,0.000003,3.072616
1779541702.955510,0.092890,0.233265,0.028795,0.000588,0.031348,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.036273,0.036273,-0.011977,0,0.000000,-0.011977,-0.011977,1.461574,1.580294,0,0,0.000043,2.911824
1779541702.958262,0.092890,0.233265,0.028795,0.000588,0.034100,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.036273,0.036273,-0.011977,0,0.000000,-0.011977,-0.011977,1.463578,1.581624,0,0,0.000043,2.861859
1779541702.962292,0.092890,0.233265,0.028795,0.000588,0.038130,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.036273,0.036273,-0.011977,0,0.000000,-0.011977,-0.011977,1.462458,1.580881,0,0,0.000043,3.364069
