time,x,y,yaw,v_actual,v_cmd,e_y,e_psi,control_e_y,control_e_psi,filtered_e_y,filtered_e_psi,curvature_ref,curvature_preview,delta_raw,delta_rate_limited,delta_feedback,delta_feedforward,delta_cmd,lqr_k_y,lqr_k_psi,closest_idx,segment_idx,segment_t,compute_time_ms
1779721370.575500,-0.000046,5.000000,-3.141580,0.012759,0.080452,-0.000036,-0.198739,-0.000036,-0.198739,-0.000036,-0.198739,-0.193893,7.236164,0.084013,0,0.147949,-0.063936,0.084013,0.611593,0.744331,1,1,0.026795,2.594708
1779721370.578961,-0.000046,5.000000,-3.141580,0.012759,0.083914,-0.000036,-0.198739,-0.000036,-0.198739,-0.000036,-0.198739,-0.193893,7.236164,0.084025,0,0.147961,-0.063936,0.084025,0.611775,0.744391,1,1,0.026795,4.629373
1779721370.582959,-0.000091,5.000000,-3.141569,0.012759,0.087912,-0.000045,-0.198243,-0.000045,-0.198243,-0.000045,-0.198243,-0.512938,7.236164,-0.020188,1,0.147592,-0.167780,0.076029,0.611683,0.744361,1,1,0.070885,6.757892
1779721370.586972,-0.000091,5.000000,-3.141569,0.015978,0.091925,-0.000045,-0.198243,-0.000045,-0.198243,-0.000045,-0.198243,-0.512938,7.236164,-0.020188,1,0.147592,-0.167780,0.068002,0.611680,0.744360,1,1,0.070885,1.328215
1779721370.590958,-0.000091,5.000000,-3.141569,0.015978,0.095910,-0.000045,-0.198243,-0.000045,-0.198243,-0.000045,-0.198243,-0.512938,7.236164,-0.020188,1,0.147592,-0.167780,0.060032,0.611685,0.744361,1,1,0.070885,1.302034
1779721370.595572,-0.000091,5.000000,-3.141569,0.019208,0.100525,-0.000045,-0.198243,-0.000045,-0.198243,-0.000045,-0.198243,-0.512938,7.236164,-0.020195,1,0.147585,-0.167780,0.050802,0.611576,0.744326,1,1,0.070885,1.293249
1779721370.599020,-0.000091,5.000000,-3.141569,0.019208,0.103972,-0.000045,-0.198243,-0.000045,-0.198243,-0.000045,-0.198243,-0.512938,7.236164,-0.020182,1,0.147598,-0.167780,0.043907,0.611778,0.744392,1,1,0.070885,1.205500
1779721370.602966,-0.000091,5.000000,-3.141569,0.019208,0.107918,-0.000045,-0.198243,-0.000045,-0.198243,-0.000045,-0.198243,-0.512938,7.236164,-0.020187,1,0.147592,-0.167780,0.036016,0.611692,0.744364,1,1,0.070885,1.186292
1779721370.607008,-0.000156,5.000000,-3.141547,0.023239,0.111960,-0.000057,-0.197524,-0.000057,-0.197524,-0.000057,-0.197524,-0.971590,7.236164,-0.163382,1,0.147064,-0.310446,0.027931,0.611675,0.744358,1,1,0.134269,1.280579
1779721370.610998,-0.000357,5.000000,-3.141459,0.023239,0.115950,-0.000097,-0.195270,-0.000097,-0.195270,-0.000097,-0.195270,-2.397644,7.236164,-0.524250,1,0.145411,-0.669661,0.019952,0.611684,0.744361,1,1,0.331342,1.236441
1779721370.615595,-0.000677,5.000000,-3.141368,0.027647,0.120547,-0.000160,-0.191740,-0.000160,-0.191740,-0.000160,-0.191740,-4.662361,7.236164,-0.851918,1,0.142815,-0.994733,0.010758,0.611579,0.744327,2,1,0.644314,1.195803
1779721370.619094,-0.001143,5.000000,-3.141254,0.027647,0.124047,-0.000250,-0.187225,-0.000250,-0.187225,-0.000250,-0.187225,-7.088599,7.088599,-1.027516,1,0.139521,-1.167038,0.003759,0.611769,0.744389,2,2,0.039966,1.159074
1779721370.622971,-0.001143,5.000000,-3.141254,0.027647,0.127923,-0.000250,-0.187225,-0.000250,-0.187225,-0.000250,-0.187225,-7.088599,7.088599,-1.027520,1,0.139517,-1.167038,-0.003995,0.611704,0.744367,2,2,0.039966,1.098148
1779721370.627012,-0.001444,5.000000,-3.141211,0.032415,0.131965,-0.000305,-0.185794,-0.000305,-0.185794,-0.000305,-0.185794,-6.672535,6.672535,-1.006245,1,0.138483,-1.144728,-0.012078,0.611675,0.744358,2,2,0.152653,1.064548
1779721370.631095,-0.001444,5.000000,-3.141211,0.032415,0.136047,-0.000305,-0.185794,-0.000305,-0.185794,-0.000305,-0.185794,-6.672535,6.672535,-1.006245,1,0.138483,-1.144728,-0.020242,0.611668,0.744356,2,2,0.152653,1.064541
1779721370.635304,-0.001792,5.000000,-3.141195,0.037343,0.140256,-0.000369,-0.184165,-0.000369,-0.184165,-0.000369,-0.184165,-6.189304,6.189304,-0.978432,1,0.137308,-1.115740,-0.028661,0.611646,0.744349,2,2,0.283531,1.013134
1779721370.639079,-0.001792,5.000000,-3.141195,0.037343,0.144031,-0.000369,-0.184165,-0.000369,-0.184165,-0.000369,-0.184165,-6.189304,6.189304,-0.978427,1,0.137313,-1.115740,-0.036210,0.611721,0.744373,2,2,0.283531,1.026300
1779721370.642986,-0.001792,5.000000,-3.141195,0.037343,0.147938,-0.000369,-0.184165,-0.000369,-0.184165,-0.000369,-0.184165,-6.189304,6.189304,-0.978429,1,0.137311,-1.115740,-0.044025,0.611698,0.744366,2,2,0.283531,0.998276
1779721370.646977,-0.002192,4.999999,-3.141214,0.042602,0.151930,-0.000442,-0.182336,-0.000442,-0.182336,-0.000442,-0.182336,-5.635508,5.635508,-0.941691,1,0.135994,-1.077686,-0.052007,0.611684,0.744361,2,2,0.433521,1.027836
1779721370.651073,-0.002192,4.999999,-3.141214,0.042602,0.156025,-0.000442,-0.182336,-0.000442,-0.182336,-0.000442,-0.182336,-5.635508,5.635508,-0.941693,1,0.135993,-1.077686,-0.060198,0.611666,0.744355,2,2,0.433521,1.982152
1779721370.655491,-0.002645,4.999999,-3.141236,0.047995,0.160444,-0.000525,-0.180264,-0.000525,-0.180264,-0.000525,-0.180264,-5.007925,5.007925,-0.892405,1,0.134498,-1.026903,-0.069035,0.611610,0.744337,3,2,0.603495,1.765426
1779721370.658985,-0.002645,4.999999,-3.141236,0.047995,0.163937,-0.000525,-0.180264,-0.000525,-0.180264,-0.000525,-0.180264,-5.007925,5.007925,-0.892395,1,0.134507,-1.026903,-0.076022,0.611770,0.744389,3,2,0.603495,1.008464
1779721370.662962,-0.002645,4.999999,-3.141236,0.047995,0.167914,-0.000525,-0.180264,-0.000525,-0.180264,-0.000525,-0.180264,-5.007925,5.007925,-0.892400,1,0.134502,-1.026903,-0.083977,0.611686,0.744362,3,2,0.603495,0.992018
1779721370.666986,-0.003154,4.999999,-3.141261,0.053697,0.171938,-0.000618,-0.177938,-0.000618,-0.177938,-0.000618,-0.177938,-4.303485,4.303485,-0.824748,1,0.132828,-0.957575,-0.092024,0.611678,0.744359,3,2,0.794285,1.005788
1779721370.671047,-0.003154,4.999999,-3.141261,0.053697,0.175999,-0.000618,-0.177938,-0.000618,-0.177938,-0.000618,-0.177938,-4.303485,4.303485,-0.824748,1,0.132827,-0.957575,-0.100147,0.611672,0.744357,3,2,0.794285,0.992098
1779721370.675514,-0.003720,4.999999,-3.141344,0.059513,0.180466,-0.000721,-0.175415,-0.000721,-0.175415,-0.000721,-0.175415,-3.535985,3.535985,-0.731549,1,0.131008,-0.862558,-0.109080,0.611602,0.744334,3,3,0.005527,1.017519
1779721370.678990,-0.003720,4.999999,-3.141344,0.059513,0.183942,-0.000721,-0.175415,-0.000721,-0.175415,-0.000721,-0.175415,-3.535985,3.535985,-0.731539,1,0.131018,-0.862558,-0.116032,0.611773,0.744390,3,3,0.005527,1.006545
1779721370.683114,-0.003720,4.999999,-3.141344,0.059513,0.188066,-0.000721,-0.175415,-0.000721,-0.175415,-0.000721,-0.175415,-3.535985,3.535985,-0.731546,1,0.131012,-0.862558,-0.124280,0.611661,0.744353,3,3,0.005527,0.999175
1779721370.686988,-0.004345,4.999999,-3.141496,0.065625,0.191941,-0.000827,-0.173957,-0.000827,-0.173957,-0.000827,-0.173957,-3.355203,3.355203,-0.706543,1,0.129994,-0.836537,-0.132029,0.611704,0.744368,3,3,0.131135,0.976891
1779721370.691140,-0.004345,4.999999,-3.141496,0.065625,0.196093,-0.000827,-0.173957,-0.000827,-0.173957,-0.000827,-0.173957,-3.355203,3.355203,-0.706545,1,0.129991,-0.836537,-0.140333,0.611656,0.744352,3,3,0.131135,0.980805
1779721370.695581,-0.005033,4.999999,3.141454,0.071829,0.200534,-0.000944,-0.172422,-0.000944,-0.172422,-0.000944,-0.172422,-3.156634,3.156634,-0.677200,1,0.128917,-0.806117,-0.149215,0.611606,0.744335,3,3,0.269103,1.005707
1779721370.698993,-0.005033,4.999999,3.141454,0.071829,0.203945,-0.000944,-0.172422,-0.000944,-0.172422,-0.000944,-0.172422,-3.156634,3.156634,-0.677189,1,0.128928,-0.806117,-0.156039,0.611784,0.744394,3,3,0.269103,1.002938
1779721370.703127,-0.005033,4.999999,3.141454,0.071829,0.208080,-0.000944,-0.172422,-0.000944,-0.172422,-0.000944,-0.172422,-3.156634,3.156634,-0.677196,1,0.128921,-0.806117,-0.164307,0.611659,0.744353,3,3,0.269103,1.029610
1779721370.706992,-0.005782,4.999999,3.141200,0.078111,0.211944,-0.001072,-0.170747,-0.001072,-0.170747,-0.001072,-0.170747,-2.940038,2.940038,-0.642829,1,0.127755,-0.770583,-0.172036,0.611706,0.744368,3,3,0.419595,1.038319
1779721370.711124,-0.005782,4.999999,3.141200,0.078111,0.216076,-0.001072,-0.170747,-0.001072,-0.170747,-0.001072,-0.170747,-2.940038,2.940038,-0.642831,1,0.127752,-0.770583,-0.180300,0.611660,0.744353,3,3,0.419595,1.065512
1779721370.715550,-0.006596,4.999999,3.140922,0.084671,0.220503,-0.001211,-0.168930,-0.001211,-0.168930,-0.001211,-0.168930,-2.704900,2.704900,-0.602541,1,0.126481,-0.729022,-0.189153,0.611609,0.744336,4,3,0.582971,1.041870
1779721370.718998,-0.006596,4.999999,3.140922,0.084671,0.223950,-0.001211,-0.168930,-0.001211,-0.168930,-0.001211,-0.168930,-2.704900,2.704900,-0.602531,1,0.126491,-0.729022,-0.196048,0.611778,0.744392,4,3,0.582971,1.045978
1779721370.722963,-0.006596,4.999999,3.140922,0.084671,0.227915,-0.001211,-0.168930,-0.001211,-0.168930,-0.001211,-0.168930,-2.704900,2.704900,-0.602536,1,0.126486,-0.729022,-0.203978,0.611688,0.744362,4,3,0.582971,1.042758
