time,x,y,yaw,v_actual,v_cmd,e_y,e_psi,curvature_ref,delta_feedback,delta_feedforward,delta_cmd,lqr_k_y,lqr_k_psi,closest_idx,segment_idx,segment_t,compute_time_ms
1778841142.295753,0.000000,0.000000,0.000000,0.000000,0.000000,-0.458350,0.023530,-0.041874,0.814473,-0.011061,0.360000,1.866723,1.748343,79,79,0.196200,1.611891
1778841142.298221,0.000000,0.000000,0.000000,0.000000,0.002468,-0.458350,0.023530,-0.041874,0.870793,-0.011061,0.360000,1.993202,1.818574,79,79,0.196200,0.640550
1778841142.302534,0.000000,0.000000,0.000000,0.000000,0.006781,-0.458350,0.023530,-0.041874,0.868535,-0.011061,0.360000,1.988133,1.815788,79,79,0.196200,0.577470
1778841142.306350,0.000000,0.000000,0.000000,0.000000,0.010596,-0.458350,0.023530,-0.041874,0.869143,-0.011061,0.360000,1.989499,1.816539,79,79,0.196200,1.438181
1778841142.310215,0.000000,0.000000,0.000000,0.000000,0.014462,-0.458350,0.023530,-0.041874,0.869083,-0.011061,0.360000,1.989363,1.816464,79,79,0.196200,0.734215
1778841142.314335,0.000001,0.000000,0.000000,0.000138,0.018582,-0.458350,0.023530,-0.041874,0.868770,-0.011061,0.360000,1.988662,1.816079,79,79,0.196219,0.598318
1778841142.318236,0.000001,0.000000,0.000000,0.000138,0.022483,-0.458350,0.023530,-0.041874,0.869039,-0.011061,0.360000,1.989265,1.816410,79,79,0.196219,1.258354
1778841142.323023,0.000007,0.000000,0.000000,0.001200,0.027269,-0.458350,0.023531,-0.041872,0.867956,-0.011060,0.360000,1.986836,1.815075,79,79,0.196406,0.673365
1778841142.326236,0.000007,0.000000,0.000000,0.001200,0.030483,-0.458350,0.023531,-0.041872,0.869878,-0.011060,0.360000,1.991153,1.817448,79,79,0.196406,2.636853
1778841142.331396,0.000007,0.000000,0.000000,0.001200,0.035642,-0.458350,0.023531,-0.041872,0.867500,-0.011060,0.360000,1.985813,1.814512,79,79,0.196406,0.706828
1778841142.335210,0.000026,0.000000,0.000003,0.002592,0.039456,-0.458349,0.023534,-0.041866,0.869136,-0.011059,0.360000,1.989503,1.816541,79,79,0.196936,1.650219
1778841142.338770,0.000026,0.000000,0.000003,0.002592,0.043017,-0.458349,0.023534,-0.041866,0.869446,-0.011059,0.360000,1.990198,1.816923,79,79,0.196936,1.186693
1778841142.343241,0.000062,0.000000,0.000012,0.004515,0.047487,-0.458348,0.023544,-0.041856,0.868314,-0.011056,0.360000,1.987703,1.815551,79,79,0.197930,0.714626
1778841142.347269,0.000062,0.000000,0.000012,0.004515,0.051516,-0.458348,0.023544,-0.041856,0.868854,-0.011056,0.360000,1.988915,1.816218,79,79,0.197930,0.728502
1778841142.350201,0.000062,0.000000,0.000012,0.004515,0.054448,-0.458348,0.023544,-0.041856,0.870195,-0.011056,0.360000,1.991926,1.817873,79,79,0.197930,0.756999
1778841142.354681,0.000119,0.000000,0.000032,0.006889,0.058928,-0.458347,0.023566,-0.041839,0.868259,-0.011052,0.360000,1.987674,1.815536,79,79,0.199523,0.738121
1778841142.358213,0.000119,0.000000,0.000032,0.006889,0.062460,-0.458347,0.023566,-0.041839,0.869419,-0.011052,0.360000,1.990278,1.816967,79,79,0.199523,0.640410
1778841142.363668,0.000201,0.000000,0.000068,0.009531,0.067915,-0.458345,0.023606,-0.041815,0.866994,-0.011045,0.360000,1.985005,1.814067,79,79,0.201818,0.717104
1778841142.366273,0.000201,0.000000,0.000068,0.009531,0.070520,-0.458345,0.023606,-0.041815,0.870477,-0.011045,0.360000,1.992823,1.818366,79,79,0.201818,0.625716
1778841142.370209,0.000201,0.000000,0.000068,0.009531,0.074455,-0.458345,0.023606,-0.041815,0.868850,-0.011045,0.360000,1.989170,1.816358,79,79,0.201818,0.672531
1778841142.374213,0.000312,0.000000,0.000128,0.012618,0.078460,-0.458342,0.023670,-0.041782,0.868643,-0.011037,0.360000,1.988981,1.816254,79,79,0.204913,0.762603
1778841142.378235,0.000312,0.000000,0.000128,0.012618,0.082482,-0.458342,0.023670,-0.041782,0.868622,-0.011037,0.360000,1.988933,1.816227,79,79,0.204913,0.917790
1778841142.382531,0.000455,0.000000,0.000219,0.015940,0.086778,-0.458339,0.023767,-0.041741,0.868104,-0.011025,0.360000,1.988180,1.815814,79,79,0.208904,0.836982
1778841142.386241,0.000455,0.000000,0.000219,0.015940,0.090488,-0.458339,0.023767,-0.041741,0.868820,-0.011025,0.360000,1.989790,1.816699,79,79,0.208904,0.677400
1778841142.391263,0.000455,0.000000,0.000219,0.015940,0.095510,-0.458339,0.023767,-0.041741,0.867217,-0.011025,0.360000,1.986189,1.814719,79,79,0.208904,0.605379
1778841142.395403,0.000632,0.000000,0.000351,0.019485,0.099649,-0.458334,0.023905,-0.041688,0.868035,-0.011012,0.360000,1.988610,1.816050,79,79,0.213855,0.606367
1778841142.399066,0.000632,0.000000,0.000351,0.019485,0.103313,-0.458334,0.023905,-0.041688,0.868616,-0.011012,0.360000,1.989916,1.816768,79,79,0.213855,0.572603
1778841142.403869,0.000846,0.000000,0.000533,0.023471,0.108115,-0.458329,0.024095,-0.041625,0.866871,-0.010995,0.360000,1.986793,1.815051,79,79,0.219858,3.036819
1778841142.406205,0.000846,0.000000,0.000533,0.023471,0.110452,-0.458329,0.024095,-0.041625,0.869884,-0.010995,0.360000,1.993562,1.818772,79,79,0.219858,0.681592
1778841142.410211,0.000846,0.000000,0.000533,0.023471,0.114457,-0.458329,0.024095,-0.041625,0.867843,-0.010995,0.360000,1.988979,1.816253,79,79,0.219858,0.647283
1778841142.414237,0.001102,0.000000,0.000776,0.027607,0.118484,-0.458323,0.024348,-0.041550,0.867346,-0.010975,0.360000,1.988920,1.816221,79,79,0.226995,1.843169
1778841142.418223,0.001102,0.000000,0.000776,0.027607,0.122470,-0.458323,0.024348,-0.041550,0.867395,-0.010975,0.360000,1.989031,1.816281,79,79,0.226995,2.317690
1778841142.422512,0.001400,0.000001,0.001092,0.032118,0.126759,-0.458315,0.024676,-0.041463,0.866415,-0.010952,0.360000,1.988200,1.815824,79,79,0.235342,0.625430
1778841142.426239,0.001400,0.000001,0.001092,0.032118,0.130486,-0.458315,0.024676,-0.041463,0.867101,-0.010952,0.360000,1.989742,1.816672,79,79,0.235342,1.640918
1778841142.430210,0.001400,0.000001,0.001092,0.032118,0.134457,-0.458315,0.024676,-0.041463,0.866804,-0.010952,0.360000,1.989073,1.816305,79,79,0.235342,0.589335
1778841142.434290,0.001746,0.000001,0.001496,0.036984,0.138537,-0.458307,0.025094,-0.041361,0.865894,-0.010925,0.360000,1.988772,1.816139,79,79,0.244998,0.575291
1778841142.438199,0.001746,0.000001,0.001496,0.036984,0.142446,-0.458307,0.025094,-0.041361,0.866103,-0.010925,0.360000,1.989242,1.816398,79,79,0.244998,0.703325
1778841142.442425,0.002141,0.000002,0.001957,0.041999,0.146672,-0.458297,0.025570,-0.041245,0.864832,-0.010895,0.360000,1.988372,1.815919,79,79,0.256035,0.700355
1778841142.446194,0.002141,0.000002,0.001957,0.041999,0.150441,-0.458297,0.025570,-0.041245,0.865389,-0.010895,0.360000,1.989627,1.816609,79,79,0.256035,0.644493
1778841142.450194,0.002141,0.000002,0.001957,0.041999,0.154441,-0.458297,0.025570,-0.041245,0.865108,-0.010895,0.360000,1.988994,1.816261,79,79,0.256035,0.640499
1778841142.454196,0.002588,0.000003,0.002479,0.047345,0.158443,-0.458285,0.026109,-0.041114,0.864102,-0.010860,0.360000,1.988986,1.816257,79,79,0.268520,0.586473
1778841142.458194,0.002588,0.000003,0.002479,0.047345,0.162440,-0.458285,0.026109,-0.041114,0.864108,-0.010860,0.360000,1.989000,1.816265,79,79,0.268520,0.624357
1778841142.462380,0.003088,0.000004,0.003063,0.052818,0.166626,-0.458271,0.026713,-0.040967,0.862755,-0.010821,0.360000,1.988482,1.815980,79,79,0.282516,0.608677
1778841142.466194,0.003088,0.000004,0.003063,0.052818,0.170441,-0.458271,0.026713,-0.040967,0.863207,-0.010821,0.360000,1.989501,1.816540,79,79,0.282516,0.697718
1778841142.470195,0.003088,0.000004,0.003063,0.052818,0.174442,-0.458271,0.026713,-0.040967,0.862981,-0.010821,0.360000,1.988992,1.816260,79,79,0.282516,1.230927
1778841142.474195,0.003646,0.000006,0.003714,0.058601,0.178442,-0.458256,0.027385,-0.040803,0.861729,-0.010778,0.360000,1.988993,1.816261,79,79,0.298085,1.179108
1778841142.478194,0.003646,0.000006,0.003714,0.058601,0.182440,-0.458256,0.027385,-0.040803,0.861731,-0.010778,0.360000,1.988996,1.816262,79,79,0.298085,0.644635
1778841142.482351,0.004261,0.000009,0.004433,0.064490,0.186598,-0.458239,0.028127,-0.040623,0.860156,-0.010730,0.360000,1.988560,1.816022,79,79,0.315285,1.132587
1778841142.486193,0.004261,0.000009,0.004433,0.064490,0.190440,-0.458239,0.028127,-0.040623,0.860540,-0.010730,0.360000,1.989427,1.816499,79,79,0.315285,0.683253
1778841142.490192,0.004261,0.000009,0.004433,0.064490,0.194439,-0.458239,0.028127,-0.040623,0.860348,-0.010730,0.360000,1.988994,1.816261,79,79,0.315285,0.661327
1778841142.494194,0.004937,0.000012,0.005222,0.070669,0.198441,-0.458219,0.028943,-0.040424,0.858825,-0.010678,0.360000,1.988988,1.816258,79,79,0.334170,0.693307
1778841142.498199,0.004937,0.000012,0.005222,0.070669,0.202445,-0.458219,0.028943,-0.040424,0.858821,-0.010678,0.360000,1.988981,1.816254,79,79,0.334170,0.735228
1778841142.502367,0.005675,0.000016,0.006084,0.076935,0.206614,-0.458197,0.029833,-0.040207,0.856963,-0.010621,0.360000,1.988531,1.816007,79,79,0.354794,0.737524
1778841142.506195,0.005675,0.000016,0.006084,0.076935,0.210442,-0.458197,0.029833,-0.040207,0.857375,-0.010621,0.360000,1.989465,1.816520,79,79,0.354794,0.646120
1778841142.510192,0.005675,0.000016,0.006084,0.076935,0.214439,-0.458197,0.029833,-0.040207,0.857170,-0.010621,0.360000,1.989000,1.816264,79,79,0.354794,0.601598
1778841142.514194,0.006477,0.000021,0.007021,0.083473,0.218441,-0.458173,0.030801,-0.039972,0.855358,-0.010558,0.360000,1.988988,1.816258,79,79,0.377207,0.596797
1778841142.518193,0.006477,0.000021,0.007021,0.083473,0.222440,-0.458173,0.030801,-0.039972,0.855361,-0.010558,0.360000,1.988996,1.816262,79,79,0.377207,0.586123
1778841142.522350,0.007345,0.000028,0.008034,0.090081,0.226597,-0.458145,0.031847,-0.039717,0.853215,-0.010491,0.360000,1.988563,1.816024,79,79,0.401455,0.604275
1778841142.526192,0.007345,0.000028,0.008034,0.090081,0.230439,-0.458145,0.031847,-0.039717,0.853595,-0.010491,0.360000,1.989425,1.816498,79,79,0.401455,0.673227
1778841142.530193,0.007345,0.000028,0.008034,0.090081,0.234440,-0.458145,0.031847,-0.039717,0.853404,-0.010491,0.360000,1.988991,1.816259,79,79,0.401455,0.625261
1778841142.534195,0.008280,0.000036,0.009126,0.096945,0.238442,-0.458115,0.032976,-0.039442,0.851291,-0.010418,0.360000,1.988986,1.816257,79,79,0.427585,0.777226
1778841142.538193,0.008280,0.000036,0.009126,0.096945,0.242440,-0.458115,0.032976,-0.039442,0.851297,-0.010418,0.360000,1.989000,1.816264,79,79,0.427585,0.727360
1778841142.542343,0.009284,0.000046,0.010298,0.103864,0.246590,-0.458081,0.034187,-0.039147,0.848846,-0.010341,0.360000,1.988580,1.816034,79,79,0.455639,0.662724
1778841142.546192,0.009284,0.000046,0.010298,0.103864,0.250439,-0.458081,0.034187,-0.039147,0.849210,-0.010341,0.360000,1.989408,1.816489,79,79,0.455639,0.705413
1778841142.550207,0.009284,0.000046,0.010298,0.103864,0.254454,-0.458081,0.034187,-0.039147,0.849009,-0.010341,0.360000,1.988950,1.816237,79,79,0.455639,0.719752
1778841142.554195,0.010358,0.000057,0.011553,0.111024,0.258442,-0.458044,0.035484,-0.038832,0.846612,-0.010257,0.360000,1.989026,1.816279,79,79,0.485659,1.016083
1778841142.558193,0.010358,0.000057,0.011553,0.111024,0.262440,-0.458044,0.035484,-0.038832,0.846600,-0.010257,0.360000,1.988999,1.816264,79,79,0.485659,1.036085
1778841142.562367,0.011504,0.000071,0.012891,0.118224,0.266614,-0.458002,0.036866,-0.038495,0.843795,-0.010168,0.360000,1.988516,1.815998,80,79,0.517684,1.109669
1778841142.566193,0.011504,0.000071,0.012891,0.118224,0.270440,-0.458002,0.036866,-0.038495,0.844213,-0.010168,0.360000,1.989470,1.816523,80,79,0.517684,0.716810
1778841142.570193,0.011504,0.000071,0.012891,0.118224,0.274439,-0.458002,0.036866,-0.038495,0.844005,-0.010168,0.360000,1.988994,1.816261,80,79,0.517684,1.144828
1778841142.574194,0.012723,0.000088,0.014316,0.125652,0.278440,-0.457956,0.038338,-0.038137,0.841238,-0.010074,0.360000,1.988990,1.816259,80,79,0.551750,1.076455
1778841142.578194,0.012723,0.000088,0.014316,0.125652,0.282440,-0.457956,0.038338,-0.038137,0.841240,-0.010074,0.360000,1.988993,1.816261,80,79,0.551750,0.687409
1778841142.582357,0.014017,0.000107,0.015826,0.133107,0.286604,-0.457905,0.039898,-0.037757,0.838110,-0.009974,0.360000,1.988544,1.816014,80,79,0.587893,0.726494
1778841142.586193,0.014017,0.000107,0.015826,0.133107,0.290440,-0.457905,0.039898,-0.037757,0.838502,-0.009974,0.360000,1.989443,1.816508,80,79,0.587893,0.673600
1778841142.590193,0.014017,0.000107,0.015826,0.133107,0.294439,-0.457905,0.039898,-0.037757,0.838306,-0.009974,0.360000,1.988994,1.816261,80,79,0.587893,0.684192
1778841142.594194,0.015386,0.000130,0.017426,0.140779,0.298441,-0.457850,0.041551,-0.037355,0.835190,-0.009867,0.360000,1.988988,1.816258,80,79,0.626147,0.693184
1778841142.598193,0.015386,0.000130,0.017426,0.140779,0.302439,-0.457850,0.041551,-0.037355,0.835195,-0.009867,0.360000,1.988998,1.816263,80,79,0.626147,0.728456
1778841142.602353,0.016832,0.000157,0.019114,0.148466,0.306599,-0.457789,0.043295,-0.036931,0.831713,-0.009755,0.360000,1.988554,1.816019,80,79,0.666543,0.698252
1778841142.606194,0.016832,0.000157,0.019114,0.148466,0.310441,-0.457789,0.043295,-0.036931,0.832092,-0.009755,0.360000,1.989427,1.816499,80,79,0.666543,0.653943
1778841142.610192,0.016832,0.000157,0.019114,0.148466,0.314439,-0.457789,0.043295,-0.036931,0.831906,-0.009755,0.360000,1.988999,1.816264,80,79,0.666543,0.633320
1778841142.614193,0.018356,0.000187,0.020895,0.156358,0.318440,-0.457721,0.045134,-0.036484,0.828428,-0.009637,0.360000,1.988990,1.816259,80,79,0.709112,0.629381
1778841142.618192,0.018356,0.000187,0.020895,0.156358,0.322439,-0.457721,0.045134,-0.036484,0.828430,-0.009637,0.360000,1.988996,1.816262,80,79,0.709112,0.649914
1778841142.622342,0.019959,0.000222,0.022766,0.164255,0.326589,-0.457648,0.047068,-0.036013,0.824593,-0.009513,0.360000,1.988581,1.816034,80,79,0.753882,0.976975
1778841142.626192,0.019959,0.000222,0.022766,0.164255,0.330439,-0.457648,0.047068,-0.036013,0.824950,-0.009513,0.360000,1.989406,1.816488,80,79,0.753882,0.633772
1778841142.630194,0.019959,0.000222,0.022766,0.164255,0.334441,-0.457648,0.047068,-0.036013,0.824769,-0.009513,0.360000,1.988987,1.816257,80,79,0.753882,1.098416
1778841142.634194,0.021641,0.000262,0.024732,0.172347,0.338441,-0.457568,0.049099,-0.035519,0.820922,-0.009382,0.360000,1.988992,1.816260,80,79,0.800881,0.767509
1778841142.638192,0.021641,0.000262,0.024732,0.172347,0.342439,-0.457568,0.049099,-0.035519,0.820925,-0.009382,0.360000,1.988998,1.816263,80,79,0.800881,0.711599
1778841142.642349,0.023405,0.000307,0.026791,0.180435,0.346596,-0.457480,0.051226,-0.035001,0.816699,-0.009246,0.360000,1.988562,1.816024,80,79,0.850134,0.710304
1778841142.646195,0.023405,0.000307,0.026791,0.180435,0.350442,-0.457480,0.051226,-0.035001,0.817066,-0.009246,0.360000,1.989417,1.816494,80,79,0.850134,0.712403
1778841142.650192,0.023405,0.000307,0.026791,0.180435,0.354439,-0.457480,0.051226,-0.035001,0.816887,-0.009246,0.360000,1.989000,1.816265,80,79,0.850134,1.721151
1778841142.654196,0.025249,0.000359,0.028946,0.188519,0.358443,-0.457384,0.053452,-0.034460,0.812646,-0.009103,0.360000,1.988983,1.816255,80,79,0.901639,0.710704
1778841142.658196,0.025249,0.000359,0.028946,0.188519,0.362442,-0.457384,0.053452,-0.034460,0.812650,-0.009103,0.360000,1.988993,1.816261,80,79,0.901639,0.670037
1778841142.662380,0.027174,0.000417,0.031195,0.196789,0.366626,-0.457280,0.055776,-0.033895,0.808008,-0.008953,0.360000,1.988489,1.815983,80,79,0.955421,0.764365
1778841142.666194,0.027174,0.000417,0.031195,0.196789,0.370441,-0.457280,0.055776,-0.033895,0.808440,-0.008953,0.360000,1.989502,1.816540,80,79,0.955421,0.728726
1778841142.670193,0.027174,0.000417,0.031195,0.196789,0.374440,-0.457280,0.055776,-0.033895,0.808224,-0.008953,0.360000,1.988996,1.816262,80,79,0.955421,0.680920
1778841142.674194,0.029183,0.000482,0.033544,0.205236,0.378441,-0.457166,0.058213,-0.033180,0.803567,-0.008765,0.360000,1.988990,1.816259,80,80,0.026810,0.665263
1778841142.678193,0.029183,0.000482,0.033544,0.205236,0.382439,-0.457166,0.058213,-0.033180,0.803570,-0.008765,0.360000,1.988997,1.816263,80,80,0.026810,0.740789
1778841142.682349,0.031277,0.000555,0.035989,0.213662,0.386596,-0.457040,0.060719,-0.032644,0.798586,-0.008623,0.360000,1.988564,1.816025,80,80,0.085261,0.683961
1778841142.686193,0.031277,0.000555,0.035989,0.213662,0.390440,-0.457040,0.060719,-0.032644,0.798950,-0.008623,0.360000,1.989422,1.816496,80,80,0.085261,0.661719
1778841142.690193,0.031277,0.000555,0.035989,0.213662,0.394439,-0.457040,0.060719,-0.032644,0.798768,-0.008623,0.360000,1.988993,1.816261,80,80,0.085261,0.660720
1778841142.694196,0.033455,0.000636,0.038535,0.222258,0.398443,-0.456904,0.063328,-0.032086,0.793755,-0.008475,0.360000,1.988983,1.816255,80,80,0.146078,1.235013
1778841142.698193,0.033455,0.000636,0.038535,0.222258,0.402440,-0.456904,0.063328,-0.032086,0.793763,-0.008475,0.360000,1.989001,1.816265,80,80,0.146078,1.116077
1778841142.702345,0.035718,0.000726,0.041180,0.230826,0.406592,-0.456756,0.066038,-0.031505,0.788369,-0.008322,0.360000,1.988576,1.816031,80,80,0.209278,1.066012
1778841142.706195,0.035718,0.000726,0.041180,0.230826,0.410442,-0.456756,0.066038,-0.031505,0.788717,-0.008322,0.360000,1.989405,1.816487,80,80,0.209278,0.732698
1778841142.710193,0.035718,0.000726,0.041180,0.230826,0.414439,-0.456756,0.066038,-0.031505,0.788547,-0.008322,0.360000,1.988999,1.816264,80,80,0.209278,0.736775
1778841142.714194,0.038068,0.000826,0.043927,0.239557,0.418441,-0.456597,0.068853,-0.030903,0.783113,-0.008163,0.360000,1.988990,1.816259,80,80,0.274880,0.702714
1778841142.718193,0.038068,0.000826,0.043927,0.239557,0.422440,-0.456597,0.068853,-0.030903,0.783115,-0.008163,0.360000,1.988995,1.816262,80,80,0.274880,1.343959
1778841142.722346,0.040504,0.000937,0.046773,0.248063,0.426593,-0.456425,0.071769,-0.030279,0.777300,-0.007998,0.360000,1.988572,1.816029,80,80,0.342873,0.715197
1778841142.726205,0.040504,0.000937,0.046773,0.248063,0.430452,-0.456425,0.071769,-0.030279,0.777637,-0.007998,0.360000,1.989380,1.816474,80,80,0.342873,0.690918
1778841142.730196,0.040504,0.000937,0.046773,0.248063,0.434443,-0.456425,0.071769,-0.030279,0.777486,-0.007998,0.360000,1.989018,1.816274,80,80,0.342873,0.716068
1778841142.734193,0.043023,0.001058,0.049719,0.256354,0.438439,-0.456240,0.074788,-0.029634,0.771628,-0.007828,0.360000,1.989002,1.816266,80,80,0.413193,0.690311
1778841142.738194,0.043023,0.001058,0.049719,0.256354,0.442441,-0.456240,0.074788,-0.029634,0.771623,-0.007828,0.360000,1.988988,1.816258,80,80,0.413193,0.731862
1778841142.742352,0.045627,0.001192,0.052764,0.265203,0.446599,-0.456041,0.077907,-0.028966,0.765383,-0.007652,0.360000,1.988559,1.816022,80,80,0.485886,1.003564
1778841142.746193,0.045627,0.001192,0.052764,0.265203,0.450440,-0.456041,0.077907,-0.028966,0.765743,-0.007652,0.360000,1.989430,1.816501,80,80,0.485886,0.709999
1778841142.750194,0.045627,0.001192,0.052764,0.265203,0.454441,-0.456041,0.077907,-0.028966,0.765561,-0.007652,0.360000,1.988990,1.816259,80,80,0.485886,0.713908
1778841142.754195,0.048320,0.001338,0.055914,0.274201,0.458441,-0.455826,0.081135,-0.028277,0.759273,-0.007469,0.360000,1.988991,1.816259,81,80,0.561049,0.709389
1778841142.758193,0.048320,0.001338,0.055914,0.274201,0.462440,-0.455826,0.081135,-0.028277,0.759275,-0.007469,0.360000,1.988996,1.816262,81,80,0.561049,0.765455
1778841142.762357,0.051102,0.001499,0.059168,0.283152,0.466604,-0.455596,0.084469,-0.027564,0.752577,-0.007281,0.360000,1.988545,1.816014,81,80,0.638692,1.126325
1778841142.766193,0.051102,0.001499,0.059168,0.283152,0.470440,-0.455596,0.084469,-0.027564,0.752944,-0.007281,0.360000,1.989443,1.816508,81,80,0.638692,0.773866
1778841142.770192,0.051102,0.001499,0.059168,0.283152,0.474439,-0.455596,0.084469,-0.027564,0.752761,-0.007281,0.360000,1.988995,1.816262,81,80,0.638692,0.752102
1778841142.774194,0.053974,0.001674,0.062528,0.292247,0.478441,-0.455349,0.087912,-0.026828,0.746013,-0.007087,0.360000,1.988988,1.816258,81,80,0.718827,0.756909
1778841142.778192,0.053974,0.001674,0.062528,0.292247,0.482439,-0.455349,0.087912,-0.026828,0.746017,-0.007087,0.360000,1.988998,1.816263,81,80,0.718827,0.743253
1778841142.782347,0.056936,0.001864,0.065993,0.301291,0.486594,-0.455083,0.091462,-0.026070,0.738867,-0.006886,0.360000,1.988567,1.816026,81,80,0.801463,0.697981
1778841142.786193,0.056936,0.001864,0.065993,0.301291,0.490440,-0.455083,0.091462,-0.026070,0.739211,-0.006886,0.360000,1.989416,1.816493,81,80,0.801463,0.709486
1778841142.790200,0.056936,0.001864,0.065993,0.301291,0.494446,-0.455083,0.091462,-0.026070,0.739032,-0.006886,0.360000,1.988975,1.816250,81,80,0.801463,0.714801
1778841142.794196,0.059988,0.002071,0.069566,0.310476,0.498442,-0.454799,0.095123,-0.025288,0.731830,-0.006680,0.360000,1.989003,1.816266,81,80,0.886610,0.782658
1778841142.798193,0.059988,0.002071,0.069566,0.310476,0.500000,-0.454799,0.095123,-0.025288,0.731828,-0.006680,0.360000,1.988999,1.816264,81,80,0.886610,0.786035
1778841142.802346,0.063129,0.002296,0.073243,0.319487,0.500000,-0.454495,0.098890,-0.024484,0.724210,-0.006467,0.360000,1.988575,1.816031,81,80,0.974259,0.762841
1778841142.806194,0.063129,0.002296,0.073243,0.319487,0.500000,-0.454495,0.098890,-0.024484,0.724543,-0.006467,0.360000,1.989408,1.816489,81,80,0.974259,0.794427
1778841142.810192,0.063129,0.002296,0.073243,0.319487,0.500000,-0.454495,0.098890,-0.024484,0.724379,-0.006467,0.360000,1.988998,1.816263,81,80,0.974259,0.766812
1778841142.814193,0.066358,0.002539,0.077025,0.328071,0.500000,-0.454169,0.102745,-0.023177,0.716726,-0.006122,0.360000,1.988990,1.816259,81,81,0.075336,0.760627
1778841142.818195,0.066358,0.002539,0.077025,0.328071,0.500000,-0.454169,0.102745,-0.023177,0.716726,-0.006122,0.360000,1.988990,1.816259,81,81,0.075336,0.781464
1778841142.822394,0.069669,0.002801,0.080903,0.336246,0.500000,-0.453820,0.106680,-0.021864,0.708671,-0.005776,0.360000,1.988445,1.815959,81,81,0.167685,0.826927
1778841142.826193,0.069669,0.002801,0.080903,0.336246,0.500000,-0.453820,0.106680,-0.021864,0.709105,-0.005776,0.360000,1.989545,1.816564,81,81,0.167685,1.034930
1778841142.830192,0.069669,0.002801,0.080903,0.336246,0.500000,-0.453820,0.106680,-0.021864,0.708888,-0.005776,0.360000,1.988995,1.816262,81,81,0.167685,0.735067
1778841142.834193,0.073059,0.003083,0.084876,0.344033,0.500000,-0.453450,0.110710,-0.020521,0.700829,-0.005421,0.360000,1.988990,1.816259,81,81,0.262215,0.740779
1778841142.838193,0.073059,0.003083,0.084876,0.344033,0.500000,-0.453450,0.110710,-0.020521,0.700831,-0.005421,0.360000,1.988993,1.816261,81,81,0.262215,0.757050
1778841142.842341,0.076523,0.003385,0.088936,0.351449,0.500000,-0.453058,0.114830,-0.019148,0.692410,-0.005058,0.360000,1.988587,1.816038,81,81,0.358813,0.774784
1778841142.846193,0.076523,0.003385,0.088936,0.351449,0.500000,-0.453058,0.114830,-0.019148,0.692727,-0.005058,0.360000,1.989399,1.816484,81,81,0.358813,0.800383
1778841142.850192,0.076523,0.003385,0.088936,0.351449,0.500000,-0.453058,0.114830,-0.019148,0.692570,-0.005058,0.360000,1.988996,1.816262,81,81,0.358813,0.752993
1778841142.854196,0.080058,0.003707,0.093082,0.358512,0.500000,-0.452643,0.119036,-0.017747,0.684100,-0.004688,0.360000,1.988983,1.816255,81,81,0.457376,0.885571
1778841142.858193,0.080058,0.003707,0.093082,0.358512,0.500000,-0.452643,0.119036,-0.017747,0.684107,-0.004688,0.360000,1.989001,1.816265,81,81,0.457376,0.833967
1778841142.862354,0.083661,0.004051,0.097308,0.365240,0.500000,-0.452205,0.123323,-0.016320,0.675276,-0.004311,0.360000,1.988549,1.816017,82,81,0.557803,0.815953
1778841142.866193,0.083661,0.004051,0.097308,0.365240,0.500000,-0.452205,0.123323,-0.016320,0.675617,-0.004311,0.360000,1.989437,1.816504,82,81,0.557803,0.800985
1778841142.870192,0.083661,0.004051,0.097308,0.365240,0.500000,-0.452205,0.123323,-0.016320,0.675447,-0.004311,0.360000,1.988994,1.816261,82,81,0.557803,0.798814
1778841142.874194,0.087327,0.004417,0.101611,0.371648,0.500000,-0.451744,0.127689,-0.014868,0.666597,-0.003927,0.360000,1.988987,1.816257,82,81,0.659999,0.793749
1778841142.878193,0.087327,0.004417,0.101611,0.371648,0.500000,-0.451744,0.127689,-0.014868,0.666601,-0.003927,0.360000,1.988997,1.816263,82,81,0.659999,0.780306
1778841142.882340,0.091054,0.004805,0.105986,0.377751,0.500000,-0.451259,0.132128,-0.013391,0.657419,-0.003537,0.360000,1.988589,1.816039,82,81,0.763871,0.815726
1778841142.886192,0.091054,0.004805,0.105986,0.377751,0.500000,-0.451259,0.132128,-0.013391,0.657725,-0.003537,0.360000,1.989398,1.816483,82,81,0.763871,1.243632
1778841142.890193,0.091054,0.004805,0.105986,0.377751,0.500000,-0.451259,0.132128,-0.013391,0.657571,-0.003537,0.360000,1.988992,1.816260,82,81,0.763871,0.836271
1778841142.894193,0.094838,0.005216,0.110432,0.383564,0.500000,-0.450749,0.136638,-0.011892,0.648365,-0.003141,0.360000,1.988991,1.816259,82,81,0.869334,0.853663
1778841142.898208,0.094838,0.005216,0.110432,0.383564,0.500000,-0.450749,0.136638,-0.011892,0.648351,-0.003141,0.360000,1.988952,1.816238,82,81,0.869334,0.868049
1778841142.902374,0.098677,0.005651,0.114943,0.389101,0.500000,-0.450214,0.141215,-0.010372,0.638820,-0.002740,0.360000,1.988537,1.816010,82,81,0.976303,0.874706
1778841142.906196,0.098677,0.005651,0.114943,0.389101,0.500000,-0.450214,0.141215,-0.010372,0.639172,-0.002740,0.360000,1.989482,1.816530,82,81,0.976303,0.800251
