mode,speed,pass,obstacle_count,obstacle_seed,laps_required,run_dir,evaluation_dir,tracking_log,st_log,collision_log,obstacle_manifest,collision_events,done_events,duration_s,mean_abs_e_y_cm,p95_abs_e_y_cm,max_abs_e_y_cm,mean_abs_e_psi_deg,p95_abs_e_psi_deg,max_abs_e_psi_deg,steering_saturation_ratio,p95_compute_time_ms,max_lateral_accel,max_steering_angle,trajectory_mode,centerline_smoothing,st_avoidance_max_speed,st_lookahead_m,st_inflation_margin_m,st_max_lateral_offset_m,st_takeover_distance_m,obstacle_center_hits,min_obstacle_center_clearance_m,st_rows,st_avoid_rows,st_blocked_rows,st_obstacle_rows,st_min_clearance_m
st,1.00,1,3,979589,3,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_obs3_final/st_v1p0,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_obs3_final/st_v1p0/evaluation,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_obs3_final/st_v1p0/logs/st_v1p0_tracking.csv,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_obs3_final/st_v1p0/logs/st_v1p0_st_corridor.csv,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_obs3_final/st_v1p0/logs/st_v1p0_collision.csv,/sim_ws/src/f1tenth_gym_ros/maps/generated_static_obstacles/race_style_wide_random_obs3_final_v1p0_obs3_seed979589.json,0,8835,253.61804294586182,0.8636864285039221,7.560600000000001,20.0674,1.4551298224386868,8.610925407241629,41.388981429983325,0.0035913429732539457,28.428347,2.5,0.42,centerline,5.0,0.75,7.0,0.2,1.35,4.0,0,0.6782674531338505,4011,95,0,95,0.345
