mode,speed,pass,obstacle_count,obstacle_seed,laps_required,run_dir,evaluation_dir,tracking_log,st_log,collision_log,obstacle_manifest,collision_events,done_events,duration_s,mean_abs_e_y_cm,p95_abs_e_y_cm,max_abs_e_y_cm,mean_abs_e_psi_deg,p95_abs_e_psi_deg,max_abs_e_psi_deg,steering_saturation_ratio,p95_compute_time_ms,max_lateral_accel,max_steering_angle,trajectory_mode,centerline_smoothing,st_avoidance_max_speed,st_lookahead_m,st_inflation_margin_m,st_max_lateral_offset_m,st_takeover_distance_m,obstacle_center_hits,min_obstacle_center_clearance_m,st_rows,st_avoid_rows,st_blocked_rows,st_obstacle_rows,st_min_clearance_m
st,1.00,1,2,131504,3,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_final/st_v1p0,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_final/st_v1p0/evaluation,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_final/st_v1p0/logs/st_v1p0_tracking.csv,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_final/st_v1p0/logs/st_v1p0_st_corridor.csv,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_final/st_v1p0/logs/st_v1p0_collision.csv,/sim_ws/src/f1tenth_gym_ros/maps/generated_static_obstacles/race_style_wide_random_final_v1p0_obs2_seed131504.json,0,8721,252.21601915359497,1.06164916055577,8.808485000000003,17.3823,1.933569096427524,11.181970380488075,51.975064244379446,0.006657661134697028,29.0697481,2.5,0.42,centerline,5.0,0.75,7.0,0.2,1.35,4.0,0,0.560604219033865,3842,99,0,99,0.308
st,1.50,1,2,321379,3,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_final/st_v1p5,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_final/st_v1p5/evaluation,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_final/st_v1p5/logs/st_v1p5_tracking.csv,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_final/st_v1p5/logs/st_v1p5_st_corridor.csv,/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_final/st_v1p5/logs/st_v1p5_collision.csv,/sim_ws/src/f1tenth_gym_ros/maps/generated_static_obstacles/race_style_wide_random_final_v1p5_obs2_seed321379.json,0,8536,242.5799000263214,0.9983700990693486,9.733879999999996,26.9948,1.5740448086656402,10.571621359647015,50.47494614516793,0.007004903432402682,28.3912672,2.5,0.42,centerline,5.0,0.75,7.0,0.2,1.35,4.0,0,0.6577783253244055,3907,77,0,77,0.345
