time,mode,obstacle_count,chosen_offset,speed_limit,min_obstacle_clearance,candidate_count,collision_free_count
1779543152.478240,pass_through,0,0.000,1.000,inf,1,1
1779543152.528448,pass_through,0,0.000,1.000,inf,1,1
1779543152.578177,pass_through,0,0.000,1.000,inf,1,1
1779543152.628191,pass_through,0,0.000,1.000,inf,1,1
1779543152.678133,pass_through,0,0.000,1.000,inf,1,1
1779543152.772033,pass_through,0,0.000,1.000,inf,1,1
1779543152.783652,pass_through,0,0.000,1.000,inf,1,1
1779543152.828164,pass_through,0,0.000,1.000,inf,1,1
1779543152.878195,pass_through,0,0.000,1.000,inf,1,1
1779543152.928220,pass_through,0,0.000,1.000,inf,1,1
1779543152.978177,pass_through,0,0.000,1.000,inf,1,1
1779543153.028382,pass_through,0,0.000,1.000,inf,1,1
1779543153.078200,pass_through,0,0.000,1.000,inf,1,1
1779543153.128155,pass_through,0,0.000,1.000,inf,1,1
1779543153.178129,pass_through,0,0.000,1.000,inf,1,1
1779543153.320377,pass_through,0,0.000,1.000,inf,1,1
1779543153.345466,pass_through,0,0.000,1.000,inf,1,1
1779543153.378191,pass_through,0,0.000,1.000,inf,1,1
1779543153.428405,pass_through,0,0.000,1.000,inf,1,1
1779543153.478145,pass_through,0,0.000,1.000,inf,1,1
1779543153.528114,pass_through,0,0.000,1.000,inf,1,1
1779543153.578185,pass_through,0,0.000,1.000,inf,1,1
1779543153.628428,pass_through,0,0.000,1.000,inf,1,1
1779543153.678282,pass_through,0,0.000,1.000,inf,1,1
1779543153.797374,pass_through,0,0.000,1.000,inf,1,1
1779543153.828337,pass_through,0,0.000,1.000,inf,1,1
1779543153.878112,pass_through,0,0.000,1.000,inf,1,1
1779543153.928299,pass_through,0,0.000,1.000,inf,1,1
1779543153.978334,pass_through,0,0.000,1.000,inf,1,1
1779543154.028222,pass_through,0,0.000,1.000,inf,1,1
1779543154.078145,pass_through,0,0.000,1.000,inf,1,1
1779543154.128395,pass_through,0,0.000,1.000,inf,1,1
1779543154.178155,pass_through,0,0.000,1.000,inf,1,1
1779543154.284264,pass_through,0,0.000,1.000,inf,1,1
