time,x,y,yaw,v_actual,v_cmd,e_y,e_psi,control_e_y,control_e_psi,filtered_e_y,filtered_e_psi,curvature_ref,curvature_preview,delta_raw,delta_rate_limited,delta_feedback,delta_feedforward,delta_cmd,lqr_k_y,lqr_k_psi,closest_idx,segment_idx,segment_t,compute_time_ms
1779541383.246485,0.092886,0.233265,0.028795,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.422717,1.554405,0,1380,1.000000,3.438875
1779541383.250462,0.092886,0.233265,0.028795,0.000000,0.003977,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462504,1.580911,0,1380,1.000000,2.398514
1779541383.254472,0.092886,0.233265,0.028795,0.000000,0.007987,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462476,1.580893,0,1380,1.000000,2.350852
1779541383.258467,0.092886,0.233265,0.028795,0.000000,0.011983,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462488,1.580901,0,1380,1.000000,2.275890
1779541383.262510,0.092886,0.233265,0.028795,0.000000,0.016025,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462447,1.580873,0,1380,1.000000,2.226144
1779541383.266526,0.092886,0.233265,0.028795,0.000000,0.020042,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462470,1.580889,0,1380,1.000000,2.311986
1779541383.270576,0.092886,0.233265,0.028795,0.000000,0.024091,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462441,1.580869,0,1380,1.000000,2.198791
1779541383.274510,0.092886,0.233265,0.028795,0.000000,0.028026,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462542,1.580936,0,1380,1.000000,2.215538
1779541383.278544,0.092886,0.233265,0.028795,0.000000,0.032059,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462455,1.580879,0,1380,1.000000,2.892992
1779541383.282553,0.092886,0.233265,0.028795,0.000000,0.036068,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462476,1.580893,0,1380,1.000000,2.934838
1779541383.286544,0.092886,0.233265,0.028795,0.000000,0.040059,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462492,1.580904,0,1380,1.000000,2.877426
1779541383.290464,0.092886,0.233265,0.028795,0.000000,0.043979,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462554,1.580945,0,1380,1.000000,2.706024
1779541383.294463,0.092886,0.233265,0.028795,0.000038,0.047978,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462485,1.580899,0,0,0.000002,2.554969
1779541383.298543,0.092886,0.233265,0.028795,0.000038,0.052058,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462414,1.580852,0,0,0.000002,2.613603
1779541383.303408,0.092891,0.233265,0.028795,0.000798,0.056923,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.461726,1.580395,0,0,0.000054,2.649238
1779541383.306451,0.092891,0.233265,0.028795,0.000798,0.059967,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.463323,1.581455,0,0,0.000054,2.705588
1779541383.310501,0.092891,0.233265,0.028795,0.000798,0.064016,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.036273,0.036273,-0.011977,0,-0.000000,-0.011977,-0.011977,1.462441,1.580869,0,0,0.000054,2.433659
1779541383.314514,0.092905,0.233266,0.028794,0.002093,0.068029,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.036273,0.036273,-0.011977,0,0.000000,-0.011977,-0.011977,1.462473,1.580891,0,0,0.000232,2.689840
1779541383.318462,0.092905,0.233266,0.028794,0.002093,0.071977,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.036273,0.036273,-0.011977,0,0.000000,-0.011977,-0.011977,1.462530,1.580928,0,0,0.000232,2.572936
1779541383.470549,0.095929,0.233352,0.028648,0.036641,0.224065,0.000004,-0.000038,0.000004,-0.000038,0.000004,-0.000038,-0.036249,0.036249,-0.011918,0,0.000051,-0.011969,-0.011918,1.338346,1.497414,0,0,0.037647,2.275599
1779541383.474473,0.096304,0.233363,0.028629,0.038321,0.227989,0.000005,-0.000043,0.000005,-0.000043,0.000005,-0.000043,-0.036246,0.036246,-0.011907,0,0.000061,-0.011968,-0.011907,1.462550,1.580942,0,0,0.042282,1.993662
1779541383.478608,0.096304,0.233363,0.028629,0.038321,0.232123,0.000005,-0.000043,0.000005,-0.000043,0.000005,-0.000043,-0.036246,0.036246,-0.011907,0,0.000061,-0.011968,-0.011907,1.462366,1.580820,0,0,0.042282,1.810579
1779541383.483887,0.096695,0.233374,0.028611,0.039921,0.237402,0.000005,-0.000047,0.000005,-0.000047,0.000005,-0.000047,-0.036243,0.036243,-0.011899,0,0.000067,-0.011967,-0.011899,1.461363,1.580155,0,0,0.047120,2.846074
1779541383.486482,0.096695,0.233374,0.028611,0.039921,0.239997,0.000005,-0.000047,0.000005,-0.000047,0.000005,-0.000047,-0.036243,0.036243,-0.011899,0,0.000067,-0.011967,-0.011899,1.463716,1.581716,0,0,0.047120,1.894952
1779541383.490613,0.096695,0.233374,0.028611,0.039921,0.244128,0.000005,-0.000047,0.000005,-0.000047,0.000005,-0.000047,-0.036243,0.036243,-0.011899,0,0.000067,-0.011967,-0.011899,1.462369,1.580822,0,0,0.047120,1.805870
1779541383.494580,0.097102,0.233386,0.028591,0.041446,0.248095,0.000006,-0.000053,0.000006,-0.000053,0.000006,-0.000053,-0.036240,0.036240,-0.011891,0,0.000075,-0.011966,-0.011891,1.462513,1.580917,0,0,0.052152,1.969587
1779541383.498565,0.097102,0.233386,0.028591,0.041446,0.252081,0.000006,-0.000053,0.000006,-0.000053,0.000006,-0.000053,-0.036240,0.036240,-0.011891,0,0.000075,-0.011966,-0.011891,1.462497,1.580907,0,0,0.052152,1.898176
1779541383.504082,0.097523,0.233398,0.028570,0.042897,0.257598,0.000006,-0.000058,0.000006,-0.000058,0.000006,-0.000058,-0.036236,0.036236,-0.011882,0,0.000082,-0.011965,-0.011882,1.461115,1.579990,0,0,0.057367,2.003609
1779541383.506544,0.097523,0.233398,0.028570,0.042897,0.260060,0.000006,-0.000058,0.000006,-0.000058,0.000006,-0.000058,-0.036236,0.036236,-0.011882,0,0.000082,-0.011965,-0.011882,1.463768,1.581749,0,0,0.057367,1.798591
1779541383.510583,0.097523,0.233398,0.028570,0.042897,0.264098,0.000006,-0.000058,0.000006,-0.000058,0.000006,-0.000058,-0.036236,0.036236,-0.011882,0,0.000082,-0.011965,-0.011882,1.462308,1.580781,0,0,0.057367,1.830725
1779541383.514490,0.097995,0.233412,0.028547,0.051512,0.268006,0.000007,-0.000064,0.000007,-0.000064,0.000007,-0.000064,-0.036233,0.036233,-0.011872,0,0.000092,-0.011963,-0.011872,1.462372,1.580824,0,0,0.063205,1.815390
1779541383.518560,0.097995,0.233412,0.028547,0.051512,0.272076,0.000007,-0.000064,0.000007,-0.000064,0.000007,-0.000064,-0.036233,0.036233,-0.011872,0,0.000092,-0.011963,-0.011872,1.462166,1.580687,0,0,0.063205,1.795263
1779541383.523679,0.098554,0.233427,0.028521,0.060351,0.277194,0.000008,-0.000071,0.000008,-0.000071,0.000008,-0.000071,-0.036228,0.036228,-0.011861,0,0.000101,-0.011962,-0.011861,1.461108,1.579985,0,0,0.070122,1.904608
1779541383.526476,0.098554,0.233427,0.028521,0.060351,0.279992,0.000008,-0.000071,0.000008,-0.000071,0.000008,-0.000071,-0.036228,0.036228,-0.011861,0,0.000101,-0.011962,-0.011861,1.463272,1.581421,0,0,0.070122,1.847980
1779541383.530479,0.098554,0.233427,0.028521,0.060351,0.283994,0.000008,-0.000071,0.000008,-0.000071,0.000008,-0.000071,-0.036228,0.036228,-0.011861,0,0.000101,-0.011962,-0.011861,1.462061,1.580618,0,0,0.070122,2.049029
1779541383.534454,0.099203,0.233446,0.028488,0.069468,0.287969,0.000008,-0.000080,0.000008,-0.000080,0.000008,-0.000080,-0.036223,0.036223,-0.011847,0,0.000114,-0.011960,-0.011847,1.462032,1.580599,0,0,0.078149,2.962991
1779541383.538603,0.099203,0.233446,0.028488,0.069468,0.292119,0.000008,-0.000080,0.000008,-0.000080,0.000008,-0.000080,-0.036223,0.036223,-0.011847,0,0.000114,-0.011960,-0.011847,1.461801,1.580445,0,0,0.078149,2.257526
1779541383.543657,0.099944,0.233467,0.028453,0.078908,0.297173,0.000009,-0.000088,0.000009,-0.000088,0.000009,-0.000088,-0.036217,0.036217,-0.011833,0,0.000126,-0.011958,-0.011833,1.460815,1.579791,0,0,0.087324,1.928961
1779541383.546493,0.099944,0.233467,0.028453,0.078908,0.300009,0.000009,-0.000088,0.000009,-0.000088,0.000009,-0.000088,-0.036217,0.036217,-0.011832,0,0.000126,-0.011958,-0.011832,1.463035,1.581264,0,0,0.087324,1.930519
1779541383.550508,0.099944,0.233467,0.028453,0.078908,0.304023,0.000009,-0.000088,0.000009,-0.000088,0.000009,-0.000088,-0.036217,0.036217,-0.011833,0,0.000126,-0.011958,-0.011833,1.461768,1.580423,0,0,0.087324,2.070053
1779541383.554584,0.100782,0.233491,0.028412,0.088660,0.308099,0.000010,-0.000099,0.000010,-0.000099,0.000010,-0.000099,-0.036211,0.036211,-0.011814,0,0.000142,-0.011956,-0.011814,1.461646,1.580342,0,0,0.097686,2.253536
1779541383.558510,0.100782,0.233491,0.028412,0.088660,0.312026,0.000010,-0.000099,0.000010,-0.000099,0.000010,-0.000099,-0.036211,0.036211,-0.011814,0,0.000142,-0.011956,-0.011814,1.461749,1.580410,0,0,0.097686,2.336359
1779541383.563976,0.101718,0.233517,0.028367,0.098710,0.317491,0.000011,-0.000110,0.000011,-0.000110,0.000011,-0.000110,-0.036203,0.036203,-0.011796,0,0.000158,-0.011954,-0.011796,1.460013,1.579259,0,0,0.109272,1.847724
1779541383.566470,0.101718,0.233517,0.028367,0.098710,0.319986,0.000011,-0.000110,0.000011,-0.000110,0.000011,-0.000110,-0.036203,0.036203,-0.011796,0,0.000158,-0.011954,-0.011796,1.463213,1.581382,0,0,0.109272,1.961648
1779541383.570536,0.101718,0.233517,0.028367,0.098710,0.324051,0.000011,-0.000110,0.000011,-0.000110,0.000011,-0.000110,-0.036203,0.036203,-0.011796,0,0.000158,-0.011954,-0.011796,1.461430,1.580199,0,0,0.109272,1.907402
1779541383.574495,0.102756,0.233547,0.028316,0.108853,0.328010,0.000012,-0.000124,0.000012,-0.000124,0.000012,-0.000124,-0.036195,0.036195,-0.011773,0,0.000178,-0.011951,-0.011773,1.461493,1.580240,0,0,0.122106,1.982822
1779541383.578677,0.102756,0.233547,0.028316,0.108853,0.332192,0.000012,-0.000124,0.000012,-0.000124,0.000012,-0.000124,-0.036195,0.036195,-0.011773,0,0.000178,-0.011951,-0.011773,1.461181,1.580034,0,0,0.122106,2.397159
1779541383.583729,0.103896,0.233579,0.028262,0.119274,0.337244,0.000013,-0.000137,0.000013,-0.000137,0.000013,-0.000137,-0.036186,0.036186,-0.011750,0,0.000198,-0.011948,-0.011750,1.460109,1.579322,0,0,0.136213,2.003850
1779541383.586514,0.103896,0.233579,0.028262,0.119274,0.340029,0.000013,-0.000137,0.000013,-0.000137,0.000013,-0.000137,-0.036186,0.036186,-0.011750,0,0.000198,-0.011948,-0.011750,1.462697,1.581039,0,0,0.136213,1.997348
1779541383.590520,0.103896,0.233579,0.028262,0.119274,0.344035,0.000013,-0.000137,0.000013,-0.000137,0.000013,-0.000137,-0.036186,0.036186,-0.011750,0,0.000198,-0.011948,-0.011750,1.461215,1.580056,0,0,0.136213,3.157871
1779541383.594517,0.105141,0.233614,0.028200,0.129771,0.348033,0.000014,-0.000154,0.000014,-0.000154,0.000014,-0.000154,-0.036176,0.036176,-0.011723,0,0.000222,-0.011945,-0.011723,1.461169,1.580025,0,0,0.151612,2.290249
1779541383.598469,0.105141,0.233614,0.028200,0.129771,0.351984,0.000014,-0.000154,0.000014,-0.000154,0.000014,-0.000154,-0.036176,0.036176,-0.011723,0,0.000222,-0.011945,-0.011723,1.461170,1.580026,0,0,0.151612,2.090977
1779541383.603657,0.106491,0.233652,0.028136,0.140337,0.357172,0.000015,-0.000170,0.000015,-0.000170,0.000015,-0.000170,-0.036166,0.036166,-0.011696,0,0.000246,-0.011941,-0.011696,1.459590,1.578978,0,0,0.168315,2.487688
