log_path,log_name,lookahead_distance_m,sample_count,duration_s,trim_start_s,trim_end_s,raw_sample_count,raw_duration_s,evaluation_scope,mean_abs_e_y_m,p95_abs_e_y_m,max_abs_e_y_m,mean_abs_e_y_cm,p95_abs_e_y_cm,max_abs_e_y_cm,pass_mean_target,pass_max_target,mean_abs_e_psi_deg,p95_abs_e_psi_deg,max_abs_e_psi_deg,pass_mean_heading_target,pass_max_heading_target,steering_rms_deg,steering_rate_rms_deg_s,steering_rate_p95_deg_s,steering_rate_max_deg_s,mean_abs_delta_cmd_deg,p95_abs_delta_cmd_deg,max_abs_delta_cmd_deg,delta_rate_limited_count,delta_rate_limited_ratio,steering_saturation_count,steering_saturation_ratio,mean_abs_speed_error_mps,p95_abs_speed_error_mps,max_abs_speed_error_mps,speed_rms_error_mps,yaw_rate_rms_deg_s,max_abs_yaw_rate_deg_s,mean_compute_time_ms,p95_compute_time_ms,max_compute_time_ms,mean_loop_period_ms,p95_loop_period_ms,max_loop_period_ms,lane_change_reference_offset_m,lane_change_actual_final_offset_m,lane_change_overshoot_m,lane_change_overshoot_pct,lane_change_settling_time_s
/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_final/st_v1p5/logs/st_v1p5_tracking.csv,st_v1p5_tracking,,9993,242.5799000263214,0.0,0.0,9993,242.5799000263214,full_run,0.009983700990693485,0.09733879999999996,0.269948,0.9983700990693486,9.733879999999996,26.9948,True,False,1.5740448086656402,10.571621359647015,50.47494614516793,True,False,4.552369154340065,21.27307906793404,24.34340750418253,183.35369960381357,2.778890326544679,9.018768224971648,24.064227395494576,91,0.009106374462123486,70,0.007004903432402682,0.01399667136995897,0.15348959999999987,0.25752600000000014,0.05214109336962878,17.729007302319555,122.41661176859618,20.877978680376263,28.3912672,33.484497,24.277411932177884,35.90245246887207,50.959110260009766,,,,,
