log_path,log_name,lookahead_distance_m,sample_count,duration_s,trim_start_s,trim_end_s,raw_sample_count,raw_duration_s,evaluation_scope,mean_abs_e_y_m,p95_abs_e_y_m,max_abs_e_y_m,mean_abs_e_y_cm,p95_abs_e_y_cm,max_abs_e_y_cm,pass_mean_target,pass_max_target,mean_abs_e_psi_deg,p95_abs_e_psi_deg,max_abs_e_psi_deg,pass_mean_heading_target,pass_max_heading_target,steering_rms_deg,steering_rate_rms_deg_s,steering_rate_p95_deg_s,steering_rate_max_deg_s,mean_abs_delta_cmd_deg,p95_abs_delta_cmd_deg,max_abs_delta_cmd_deg,delta_rate_limited_count,delta_rate_limited_ratio,steering_saturation_count,steering_saturation_ratio,mean_abs_speed_error_mps,p95_abs_speed_error_mps,max_abs_speed_error_mps,speed_rms_error_mps,yaw_rate_rms_deg_s,max_abs_yaw_rate_deg_s,mean_compute_time_ms,p95_compute_time_ms,max_compute_time_ms,mean_loop_period_ms,p95_loop_period_ms,max_loop_period_ms,lane_change_reference_offset_m,lane_change_actual_final_offset_m,lane_change_overshoot_m,lane_change_overshoot_pct,lane_change_settling_time_s
/sim_ws/src/f1tenth_gym_ros/code/outputs/robustness/race_style_wide_st_random_obs3_final/st_v1p0/logs/st_v1p0_tracking.csv,st_v1p0_tracking,,10581,253.61804294586182,0.0,0.0,10581,253.61804294586182,full_run,0.00863686428503922,0.075606,0.200674,0.8636864285039221,7.560600000000001,20.0674,True,False,1.4551298224386868,8.610925407241629,41.388981429983325,True,False,3.9875674069518054,19.145852456855277,21.633207192312888,183.3526309086473,2.5116843027910254,7.042510738850513,24.064227395494576,72,0.006804649844060108,38,0.0035913429732539457,0.006180523958037993,0.012141999999999986,0.25037700000000007,0.03269214132228239,10.939178970379482,85.48095557254136,20.722384152159535,28.428347,34.766399,23.971459635714726,35.96687316894531,59.61012840270996,,,,,
