time,x,y,yaw,v_actual,v_cmd,e_y,e_psi,control_e_y,control_e_psi,filtered_e_y,filtered_e_psi,curvature_ref,curvature_preview,delta_raw,delta_rate_limited,delta_feedback,delta_feedforward,delta_cmd,lqr_k_y,lqr_k_psi,closest_idx,segment_idx,segment_t,compute_time_ms
1779542840.939688,0.092886,0.233265,0.028795,0.000000,0.000000,-0.000000,0.004502,-0.000000,0.004502,-0.000000,0.004502,-0.034492,0.034492,-0.014728,0,-0.003339,-0.011389,-0.014728,0.603802,0.741741,0,0,0.000000,5.281249
1779542840.943747,0.092886,0.233265,0.028795,0.000000,0.004059,-0.000000,0.004502,-0.000000,0.004502,-0.000000,0.004502,-0.034492,0.034492,-0.014740,0,-0.003351,-0.011389,-0.014740,0.611672,0.744357,0,0,0.000000,2.645891
1779542840.947547,0.092886,0.233265,0.028795,0.000000,0.007859,-0.000000,0.004502,-0.000000,0.004502,-0.000000,0.004502,-0.034492,0.034492,-0.014740,0,-0.003351,-0.011389,-0.014740,0.611717,0.744372,0,0,0.000000,2.411829
1779542840.951575,0.092886,0.233265,0.028795,0.000000,0.011887,-0.000000,0.004502,-0.000000,0.004502,-0.000000,0.004502,-0.034492,0.034492,-0.014740,0,-0.003351,-0.011389,-0.014740,0.611678,0.744359,0,0,0.000000,3.036109
1779542840.955763,0.092886,0.233265,0.028795,0.000000,0.016075,-0.000000,0.004502,-0.000000,0.004502,-0.000000,0.004502,-0.034492,0.034492,-0.014740,0,-0.003351,-0.011389,-0.014740,0.611650,0.744350,0,0,0.000000,3.677758
1779542840.959477,0.092886,0.233265,0.028795,0.000000,0.019789,-0.000000,0.004502,-0.000000,0.004502,-0.000000,0.004502,-0.034492,0.034492,-0.014740,0,-0.003351,-0.011389,-0.014740,0.611732,0.744377,0,0,0.000000,3.882004
1779542840.964487,0.092887,0.233265,0.028795,0.000113,0.024799,0.000000,0.004502,0.000000,0.004502,0.000000,0.004502,-0.034492,0.034492,-0.014739,0,-0.003351,-0.011389,-0.014739,0.611508,0.744303,0,0,0.000002,4.382375
1779542840.967485,0.092887,0.233265,0.028795,0.000113,0.027797,0.000000,0.004502,0.000000,0.004502,0.000000,0.004502,-0.034492,0.034492,-0.014740,0,-0.003351,-0.011389,-0.014740,0.611855,0.744417,0,0,0.000002,6.100782
1779542840.971522,0.092887,0.233265,0.028795,0.000113,0.031834,0.000000,0.004502,0.000000,0.004502,0.000000,0.004502,-0.034492,0.034492,-0.014740,0,-0.003351,-0.011389,-0.014740,0.611676,0.744358,0,0,0.000002,3.765711
1779542840.975494,0.092892,0.233265,0.028795,0.000872,0.035806,0.000000,0.004501,0.000000,0.004501,0.000000,0.004501,-0.034492,0.034492,-0.014740,0,-0.003351,-0.011389,-0.014740,0.611687,0.744362,0,0,0.000022,7.340038
1779542840.979645,0.092892,0.233265,0.028795,0.000872,0.039957,0.000000,0.004501,0.000000,0.004501,0.000000,0.004501,-0.034492,0.034492,-0.014740,0,-0.003351,-0.011389,-0.014740,0.611656,0.744352,0,0,0.000022,7.108461
1779542840.984912,0.092906,0.233266,0.028794,0.002010,0.045224,0.000000,0.004501,0.000000,0.004501,0.000000,0.004501,-0.034492,0.034492,-0.014739,0,-0.003350,-0.011389,-0.014739,0.611464,0.744288,0,0,0.000080,5.209309
1779542840.987552,0.092906,0.233266,0.028794,0.002010,0.047864,0.000000,0.004501,0.000000,0.004501,0.000000,0.004501,-0.034492,0.034492,-0.014740,0,-0.003351,-0.011389,-0.014740,0.611917,0.744438,0,0,0.000080,4.701872
1779542840.991508,0.092906,0.233266,0.028794,0.002010,0.051820,0.000000,0.004501,0.000000,0.004501,0.000000,0.004501,-0.034492,0.034492,-0.014739,0,-0.003350,-0.011389,-0.014739,0.611690,0.744363,0,0,0.000080,3.831021
1779542840.999536,0.092932,0.233266,0.028793,0.003236,0.059848,0.000000,0.004500,0.000000,0.004500,0.000000,0.004500,-0.034492,0.034492,-0.014738,0,-0.003349,-0.011389,-0.014738,0.610988,0.744132,0,0,0.000185,6.091261
1779542841.007488,0.092972,0.233267,0.028791,0.004596,0.067801,0.000000,0.004499,0.000000,0.004499,0.000000,0.004499,-0.034492,0.034492,-0.014737,0,-0.003348,-0.011389,-0.014737,0.611001,0.744136,0,0,0.000341,2.514398
1779542841.015497,0.093025,0.233269,0.028788,0.006080,0.075809,0.000000,0.004499,0.000000,0.004499,0.000000,0.004499,-0.034492,0.034492,-0.014736,0,-0.003348,-0.011389,-0.014736,0.610992,0.744133,0,0,0.000214,2.998441
1779542841.019582,0.093025,0.233269,0.028788,0.006080,0.079894,0.000000,0.004499,0.000000,0.004499,0.000000,0.004499,-0.034492,0.034492,-0.014737,0,-0.003349,-0.011389,-0.014737,0.611668,0.744356,0,0,0.000214,2.217476
1779542841.024900,0.093094,0.233271,0.028785,0.007691,0.085213,0.000001,0.004497,0.000001,0.004497,0.000001,0.004497,-0.034492,0.034492,-0.014736,0,-0.003347,-0.011389,-0.014736,0.611455,0.744286,0,0,0.000489,1.986311
1779542841.027505,0.093094,0.233271,0.028785,0.007691,0.087818,0.000001,0.004497,0.000001,0.004497,0.000001,0.004497,-0.034492,0.034492,-0.014737,0,-0.003348,-0.011389,-0.014737,0.611923,0.744440,0,0,0.000489,2.016271
1779542841.031498,0.093094,0.233271,0.028785,0.007691,0.091811,0.000001,0.004497,0.000001,0.004497,0.000001,0.004497,-0.034492,0.034492,-0.014736,0,-0.003348,-0.011389,-0.014736,0.611684,0.744361,0,0,0.000489,2.292340
