time,ego_collision,done,x,y,theta,requested_speed,steering_angle
1779542998.244504,0,1,-0.210001,0.227484,0.028561,1.500000,-0.008299
1779542998.254670,0,1,-0.195005,0.227789,0.027699,1.500000,-0.007157
1779542998.265041,0,1,-0.180007,0.228066,0.026660,1.500000,-0.007157
1779542998.274704,0,1,-0.165010,0.228341,0.025798,1.500000,-0.005834
1779542998.284492,0,1,-0.150012,0.228589,0.024759,1.500000,-0.005834
1779542998.294312,0,1,-0.135014,0.228836,0.023896,1.500000,-0.005834
1779542998.304653,0,1,-0.120015,0.229055,0.022857,1.500000,-0.007466
1779542998.314913,0,1,-0.105017,0.229273,0.021994,1.500000,-0.007466
1779542998.324832,0,1,-0.090018,0.229464,0.020955,1.500000,-0.006167
1779542998.334600,0,1,-0.075019,0.229653,0.020092,1.500000,-0.006167
1779542998.344425,0,1,-0.060020,0.229815,0.019053,1.500000,-0.006167
1779542998.354734,0,1,-0.045021,0.229977,0.018190,1.500000,-0.005597
1779542998.364687,0,1,-0.030022,0.230110,0.017151,1.500000,-0.005597
1779542998.374888,0,1,-0.015022,0.230243,0.016288,1.500000,-0.004258
1779542998.384764,0,1,-0.000023,0.230347,0.015249,1.500000,-0.004258
1779542998.394885,0,1,0.014977,0.230476,0.014663,1.500000,-0.002891
1779542998.404412,0,1,0.029976,0.230666,0.014739,1.500000,-0.002891
1779542998.414414,0,1,0.044974,0.230876,0.014879,1.500000,-0.002891
1779542998.424786,0,1,0.059972,0.231126,0.015313,1.500000,-0.002379
1779542998.434917,0,1,0.074970,0.231382,0.015631,1.500000,-0.002379
1779542998.444838,0,1,0.089967,0.231668,0.016156,1.500000,-0.001180
1779542998.454529,0,1,0.104964,0.231953,0.016521,1.500000,-0.001180
1779542998.465006,0,1,0.119961,0.232264,0.017071,1.500000,-0.001180
1779542998.474231,0,1,0.134958,0.232571,0.017450,1.500000,-0.003334
1779542998.484742,0,1,0.149954,0.232901,0.018008,1.500000,-0.003334
1779542998.494318,0,1,0.164951,0.233226,0.018393,1.500000,-0.003334
1779542998.504781,0,1,0.179947,0.233573,0.018954,1.500000,-0.003334
1779542998.514545,0,1,0.194943,0.233914,0.019340,1.500000,-0.006214
1779542998.524765,0,1,0.209939,0.234277,0.019902,1.500000,-0.006214
1779542998.534374,0,1,0.224935,0.234608,0.020012,1.500000,-0.006214
1779542998.544578,0,1,0.239933,0.234872,0.019459,1.500000,-0.007211
1779542998.554623,0,1,0.254931,0.235108,0.018844,1.500000,-0.007211
1779542998.564304,0,1,0.269929,0.235298,0.017934,1.500000,-0.007211
1779542998.574328,0,1,0.284928,0.235474,0.017140,1.500000,-0.010223
1779542998.584479,0,1,0.299928,0.235614,0.016140,1.500000,-0.010223
1779542998.594460,0,1,0.314927,0.235746,0.015299,1.500000,-0.010223
1779542998.604743,0,1,0.329927,0.235847,0.014274,1.500000,-0.010729
1779542998.614596,0,1,0.344927,0.235944,0.013419,1.500000,-0.010729
1779542998.624732,0,1,0.359926,0.236011,0.012385,1.500000,-0.009718
1779542998.635421,0,1,0.374926,0.236075,0.011525,1.500000,-0.009718
1779542998.644792,0,1,0.389926,0.236111,0.010489,1.500000,-0.009718
1779542998.654641,0,1,0.404926,0.236146,0.009627,1.500000,-0.008953
1779542998.664593,0,1,0.419926,0.236152,0.008589,1.500000,-0.008953
1779542998.674880,0,1,0.434926,0.236157,0.007727,1.500000,-0.007722
1779542998.684592,0,1,0.449926,0.236134,0.006688,1.500000,-0.007722
1779542998.694629,0,1,0.464926,0.236110,0.005825,1.500000,-0.006444
1779542998.704618,0,1,0.479926,0.236058,0.004787,1.500000,-0.006444
1779542998.714696,0,1,0.494926,0.236006,0.003924,1.500000,-0.005132
1779542998.724726,0,1,0.509926,0.235925,0.002885,1.500000,-0.005132
1779542998.734738,0,1,0.524926,0.235869,0.002299,1.500000,-0.003803
1779542998.744457,0,1,0.539926,0.235873,0.002376,1.500000,-0.003803
1779542998.754408,0,1,0.554926,0.235898,0.002515,1.500000,-0.003803
1779542998.764408,0,1,0.569925,0.235962,0.002949,1.500000,-0.001792
1779542998.774728,0,1,0.584925,0.236033,0.003267,1.500000,-0.001792
1779542998.784495,0,1,0.599925,0.236133,0.003792,1.500000,-0.000554
1779542998.796157,0,1,0.614925,0.236233,0.004157,1.500000,-0.000554
1779542998.804371,0,1,0.629924,0.236358,0.004707,1.500000,-0.000554
1779542998.814791,0,1,0.644924,0.236480,0.005087,1.500000,-0.001962
1779542998.824662,0,1,0.659923,0.236625,0.005645,1.500000,-0.001962
1779542998.834431,0,1,0.674922,0.236765,0.006029,1.500000,-0.002729
1779542998.844786,0,1,0.689921,0.236926,0.006590,1.500000,-0.002729
1779542998.854673,0,1,0.704920,0.237082,0.006976,1.500000,-0.002729
1779542998.864411,0,1,0.719919,0.237258,0.007538,1.500000,-0.008112
1779542998.874383,0,1,0.734918,0.237429,0.007925,1.500000,-0.008112
1779542998.884576,0,1,0.749917,0.237621,0.008488,1.500000,-0.009161
1779542998.894597,0,1,0.764916,0.237782,0.008599,1.500000,-0.009161
1779542998.904762,0,1,0.779916,0.237875,0.008046,1.500000,-0.009161
1779542998.915247,0,1,0.794916,0.237940,0.007431,1.500000,-0.011553
1779542998.924805,0,1,0.809916,0.237959,0.006521,1.500000,-0.011553
1779542998.934689,0,1,0.824916,0.237964,0.005727,1.500000,-0.012703
1779542998.944841,0,1,0.839916,0.237932,0.004727,1.500000,-0.012703
1779542998.955641,0,1,0.854916,0.237894,0.003886,1.500000,-0.013322
1779542998.964868,0,1,0.869916,0.237823,0.002861,1.500000,-0.013322
1779542998.974500,0,1,0.884915,0.237749,0.002006,1.500000,-0.013322
1779542998.984710,0,1,0.899915,0.237645,0.000972,1.500000,-0.012525
1779542998.995300,0,1,0.914915,0.237538,0.000113,1.500000,-0.012525
1779542999.004744,0,1,0.929914,0.237403,6.282261,1.500000,-0.012391
1779542999.014502,0,1,0.944913,0.237266,6.281400,1.500000,-0.012391
1779542999.024400,0,1,0.959913,0.237101,6.280362,1.500000,-0.011091
1779542999.034916,0,1,0.974912,0.236935,6.279499,1.500000,-0.011091
1779542999.044768,0,1,0.989910,0.236741,6.278461,1.500000,-0.011091
1779542999.054591,0,1,1.004909,0.236546,6.277598,1.500000,-0.009572
1779542999.064570,0,1,1.019907,0.236323,6.276560,1.500000,-0.009572
1779542999.074753,0,1,1.034906,0.236099,6.275697,1.500000,-0.008329
1779542999.084505,0,1,1.049904,0.235847,6.274658,1.500000,-0.008329
1779542999.094243,0,1,1.064902,0.235595,6.273795,1.500000,-0.007053
1779542999.104404,0,1,1.079899,0.235315,6.272756,1.500000,-0.007053
1779542999.114563,0,1,1.094896,0.235034,6.271893,1.500000,-0.006746
1779542999.124419,0,1,1.109893,0.234725,6.270854,1.500000,-0.006746
1779542999.134537,0,1,1.124890,0.234415,6.269991,1.500000,-0.006746
1779542999.144666,0,1,1.139886,0.234078,6.268952,1.500000,-0.004830
1779542999.154624,0,1,1.154882,0.233740,6.268089,1.500000,-0.004830
1779542999.164577,0,1,1.169878,0.233374,6.267050,1.500000,-0.004830
1779542999.174460,0,1,1.184874,0.233032,6.266463,1.500000,-0.003803
1779542999.184670,0,1,1.199871,0.232751,6.266540,1.500000,-0.002388
1779542999.194638,0,1,1.214869,0.232490,6.266680,1.500000,-0.002388
1779542999.204593,0,1,1.229867,0.232269,6.267114,1.500000,-0.002388
1779542999.214555,0,1,1.244866,0.232055,6.267432,1.500000,-0.000964
1779542999.224898,0,1,1.259865,0.231870,6.267956,1.500000,-0.000964
1779542999.234862,0,1,1.274863,0.231684,6.268322,1.500000,-0.000632
1779542999.244437,0,1,1.289863,0.231524,6.268872,1.500000,-0.000632
1779542999.254807,0,1,1.304862,0.231361,6.269251,1.500000,-0.001175
1779542999.264740,0,1,1.319861,0.231220,6.269809,1.500000,-0.001175
1779542999.275103,0,1,1.334860,0.231074,6.270193,1.500000,-0.001175
1779542999.284848,0,1,1.349860,0.230951,6.270754,1.500000,-0.004471
1779542999.294714,0,1,1.364859,0.230821,6.271140,1.500000,-0.004471
1779542999.304528,0,1,1.379859,0.230713,6.271703,1.500000,-0.004471
1779542999.314641,0,1,1.394858,0.230598,6.272090,1.500000,-0.006863
1779542999.324961,0,1,1.409858,0.230504,6.272653,1.500000,-0.006863
1779542999.334859,0,1,1.424858,0.230380,6.272763,1.500000,-0.007878
1779542999.344705,0,1,1.439856,0.230188,6.272210,1.500000,-0.007878
1779542999.355157,0,1,1.454855,0.229967,6.271595,1.500000,-0.007878
1779542999.364805,0,1,1.469852,0.229701,6.270685,1.500000,-0.009983
1779542999.374716,0,1,1.484850,0.229421,6.269892,1.500000,-0.009983
1779542999.384732,0,1,1.499846,0.229104,6.268892,1.500000,-0.010865
1779542999.394942,0,1,1.514843,0.228780,6.268051,1.500000,-0.010865
1779542999.404461,0,1,1.529839,0.228424,6.267025,1.500000,-0.010865
1779542999.414371,0,1,1.544834,0.228065,6.266170,1.500000,-0.010191
1779542999.424609,0,1,1.559829,0.227675,6.265137,1.500000,-0.010191
1779542999.435022,0,1,1.574824,0.227284,6.264277,1.500000,-0.010191
1779542999.444687,0,1,1.589818,0.226863,6.263240,1.500000,-0.010054
1779542999.454810,0,1,1.604812,0.226441,6.262379,1.500000,-0.010054
1779542999.464687,0,1,1.619806,0.225991,6.261341,1.500000,-0.008014
1779542999.474774,0,1,1.634799,0.225539,6.260478,1.500000,-0.008014
1779542999.484769,0,1,1.649791,0.225060,6.259440,1.500000,-0.007304
1779542999.494648,0,1,1.664783,0.224580,6.258577,1.500000,-0.007304
1779542999.504405,0,1,1.679775,0.224071,6.257539,1.500000,-0.007304
1779542999.514916,0,1,1.694766,0.223562,6.256676,1.500000,-0.005561
1779542999.524793,0,1,1.709757,0.223025,6.255637,1.500000,-0.005561
1779542999.534679,0,1,1.724747,0.222488,6.254774,1.500000,-0.004188
1779542999.544443,0,1,1.739736,0.221922,6.253735,1.500000,-0.004188
1779542999.554734,0,1,1.754726,0.221381,6.253149,1.500000,-0.004188
1779542999.564760,0,1,1.769719,0.220900,6.253225,1.500000,-0.003777
1779542999.574802,0,1,1.784712,0.220440,6.253365,1.500000,-0.003777
