time,mode,obstacle_count,chosen_offset,speed_limit,min_obstacle_clearance,candidate_count,collision_free_count
1779542861.259604,pass_through,0,0.000,1.500,inf,1,1
1779542861.278017,pass_through,0,0.000,1.500,inf,1,1
1779542861.314173,pass_through,0,0.000,1.500,inf,1,1
1779542861.363800,pass_through,0,0.000,1.500,inf,1,1
1779542861.413680,pass_through,0,0.000,1.500,inf,1,1
1779542861.463771,pass_through,0,0.000,1.500,inf,1,1
1779542861.513692,pass_through,0,0.000,1.500,inf,1,1
1779542861.563730,pass_through,0,0.000,1.500,inf,1,1
1779542861.613763,pass_through,0,0.000,1.500,inf,1,1
1779542861.725816,pass_through,0,0.000,1.500,inf,1,1
1779542861.763804,pass_through,0,0.000,1.500,inf,1,1
1779542861.813731,pass_through,0,0.000,1.500,inf,1,1
1779542861.863925,pass_through,0,0.000,1.500,inf,1,1
1779542861.913746,pass_through,0,0.000,1.500,inf,1,1
1779542861.963819,pass_through,0,0.000,1.500,inf,1,1
1779542862.013930,pass_through,0,0.000,1.500,inf,1,1
1779542862.063814,pass_through,0,0.000,1.500,inf,1,1
1779542862.113780,pass_through,0,0.000,1.500,inf,1,1
1779542862.233270,pass_through,0,0.000,1.500,inf,1,1
1779542862.263775,pass_through,0,0.000,1.500,inf,1,1
1779542862.313739,pass_through,0,0.000,1.500,inf,1,1
1779542862.363815,pass_through,0,0.000,1.500,inf,1,1
1779542862.413661,pass_through,0,0.000,1.500,inf,1,1
1779542862.463760,pass_through,0,0.000,1.500,inf,1,1
1779542862.513751,pass_through,0,0.000,1.500,inf,1,1
1779542862.563718,pass_through,0,0.000,1.500,inf,1,1
1779542862.613728,pass_through,0,0.000,1.500,inf,1,1
1779542862.725850,pass_through,0,0.000,1.500,inf,1,1
1779542862.763840,pass_through,0,0.000,1.500,inf,1,1
1779542862.813775,pass_through,0,0.000,1.500,inf,1,1
1779542862.863801,pass_through,0,0.000,1.500,inf,1,1
1779542862.913721,pass_through,0,0.000,1.500,inf,1,1
1779542862.963699,pass_through,0,0.000,1.500,inf,1,1
1779542863.013734,pass_through,0,0.000,1.500,inf,1,1
1779542863.063814,pass_through,0,0.000,1.500,inf,1,1
1779542863.113824,pass_through,0,0.000,1.500,inf,1,1
1779542863.223027,pass_through,0,0.000,1.500,inf,1,1
1779542863.263745,pass_through,0,0.000,1.500,inf,1,1
1779542863.313789,pass_through,0,0.000,1.500,inf,1,1
1779542863.363770,pass_through,0,0.000,1.500,inf,1,1
1779542863.413634,pass_through,0,0.000,1.500,inf,1,1
1779542863.463739,pass_through,0,0.000,1.500,inf,1,1
1779542863.514565,pass_through,0,0.000,1.500,inf,1,1
1779542863.563800,pass_through,0,0.000,1.500,inf,1,1
1779542863.613754,pass_through,0,0.000,1.500,inf,1,1
